Position	Percent G+C 1 .. 11494301
125	0.132
175	0.128
225	0.144
275	0.152
325	0.164
375	0.168
425	0.172
475	0.160
525	0.140
575	0.124
625	0.124
675	0.108
725	0.108
775	0.144
825	0.140
875	0.144
925	0.132
975	0.128
1025	0.096
1075	0.108
1125	0.124
1175	0.132
1225	0.172
1275	0.164
1325	0.176
1375	0.184
1425	0.184
1475	0.152
1525	0.168
1575	0.164
1625	0.132
1675	0.156
1725	0.156
1775	0.156
1825	0.144
1875	0.132
1925	0.108
1975	0.124
2025	0.136
2075	0.128
2125	0.144
2175	0.156
2225	0.148
2275	0.144
2325	0.172
2375	0.176
2425	0.160
2475	0.156
2525	0.136
2575	0.120
2625	0.108
2675	0.132
2725	0.168
2775	0.188
2825	0.196
2875	0.204
2925	0.200
2975	0.152
3025	0.148
3075	0.136
3125	0.140
3175	0.124
3225	0.128
3275	0.132
3325	0.152
3375	0.168
3425	0.172
3475	0.180
3525	0.172
3575	0.160
3625	0.148
3675	0.136
3725	0.116
3775	0.124
3825	0.128
3875	0.116
3925	0.124
3975	0.140
4025	0.128
4075	0.124
4125	0.112
4175	0.104
4225	0.108
4275	0.120
4325	0.120
4375	0.128
4425	0.132
4475	0.152
4525	0.140
4575	0.128
4625	0.140
4675	0.152
4725	0.108
4775	0.104
4825	0.112
4875	0.112
4925	0.116
4975	0.184
5025	0.244
5075	0.272
5125	0.264
5175	0.276
5225	0.232
5275	0.168
5325	0.144
5375	0.132
5425	0.116
5475	0.120
5525	0.148
5575	0.164
5625	0.208
5675	0.180
5725	0.184
5775	0.168
5825	0.144
5875	0.148
5925	0.228
5975	0.264
6025	0.352
6075	0.412
6125	0.428
6175	0.380
6225	0.372
6275	0.328
6325	0.316
6375	0.304
6425	0.332
6475	0.348
6525	0.360
6575	0.336
6625	0.348
6675	0.412
6725	0.408
6775	0.412
6825	0.448
6875	0.456
6925	0.404
6975	0.400
7025	0.380
7075	0.360
7125	0.364
7175	0.360
7225	0.364
7275	0.360
7325	0.368
7375	0.372
7425	0.340
7475	0.332
7525	0.344
7575	0.360
7625	0.352
7675	0.376
7725	0.408
7775	0.392
7825	0.380
7875	0.364
7925	0.348
7975	0.292
8025	0.276
8075	0.244
8125	0.216
8175	0.224
8225	0.244
8275	0.268
8325	0.288
8375	0.324
8425	0.336
8475	0.320
8525	0.268
8575	0.240
8625	0.236
8675	0.252
8725	0.288
8775	0.304
8825	0.292
8875	0.248
8925	0.172
8975	0.136
9025	0.140
9075	0.156
9125	0.164
9175	0.188
9225	0.172
9275	0.200
9325	0.192
9375	0.196
9425	0.192
9475	0.216
9525	0.184
9575	0.176
9625	0.172
9675	0.200
9725	0.188
9775	0.196
9825	0.184
9875	0.192
9925	0.188
9975	0.164
10025	0.156
10075	0.192
10125	0.200
10175	0.220
10225	0.264
10275	0.292
10325	0.304
10375	0.356
10425	0.368
10475	0.392
10525	0.420
10575	0.436
10625	0.440
10675	0.440
10725	0.448
10775	0.464
10825	0.448
10875	0.428
10925	0.384
10975	0.376
11025	0.372
11075	0.396
11125	0.416
11175	0.448
11225	0.412
11275	0.384
11325	0.344
11375	0.264
11425	0.276
11475	0.304
11525	0.280
11575	0.284
11625	0.296
11675	0.252
11725	0.220
11775	0.208
11825	0.180
11875	0.176
11925	0.172
11975	0.176
12025	0.216
12075	0.248
12125	0.248
12175	0.320
12225	0.308
12275	0.280
12325	0.252
12375	0.240
12425	0.168
12475	0.172
12525	0.160
12575	0.188
12625	0.208
12675	0.208
12725	0.208
12775	0.216
12825	0.208
12875	0.216
12925	0.224
12975	0.248
13025	0.268
13075	0.272
13125	0.292
13175	0.292
13225	0.264
13275	0.248
13325	0.244
13375	0.208
13425	0.192
13475	0.196
13525	0.188
13575	0.200
13625	0.196
13675	0.220
13725	0.220
13775	0.212
13825	0.180
13875	0.196
13925	0.200
13975	0.204
14025	0.232
14075	0.244
14125	0.240
14175	0.216
14225	0.208
14275	0.184
14325	0.200
14375	0.188
14425	0.196
14475	0.184
14525	0.176
14575	0.144
14625	0.164
14675	0.168
14725	0.184
14775	0.208
14825	0.256
14875	0.272
14925	0.260
14975	0.240
15025	0.224
15075	0.180
15125	0.156
15175	0.188
15225	0.208
15275	0.216
15325	0.228
15375	0.220
15425	0.200
15475	0.192
15525	0.176
15575	0.184
15625	0.192
15675	0.196
15725	0.176
15775	0.180
15825	0.180
15875	0.180
15925	0.152
15975	0.188
16025	0.208
16075	0.188
16125	0.164
16175	0.172
16225	0.168
16275	0.152
16325	0.156
16375	0.184
16425	0.172
16475	0.148
16525	0.172
16575	0.192
16625	0.188
16675	0.212
16725	0.240
16775	0.220
16825	0.196
16875	0.188
16925	0.172
16975	0.148
17025	0.152
17075	0.160
17125	0.124
17175	0.136
17225	0.132
17275	0.128
17325	0.128
17375	0.148
17425	0.128
17475	0.136
17525	0.132
17575	0.108
17625	0.108
17675	0.112
17725	0.100
17775	0.092
17825	0.108
17875	0.136
17925	0.152
17975	0.156
18025	0.160
18075	0.176
18125	0.156
18175	0.144
18225	0.148
18275	0.148
18325	0.120
18375	0.136
18425	0.136
18475	0.136
18525	0.148
18575	0.160
18625	0.148
18675	0.152
18725	0.144
18775	0.148
18825	0.156
18875	0.156
18925	0.148
18975	0.168
19025	0.176
19075	0.164
19125	0.156
19175	0.152
19225	0.140
19275	0.116
19325	0.128
19375	0.144
19425	0.160
19475	0.164
19525	0.180
19575	0.168
19625	0.160
19675	0.160
19725	0.188
19775	0.164
19825	0.160
19875	0.148
19925	0.144
19975	0.136
20025	0.172
20075	0.200
20125	0.220
20175	0.212
20225	0.192
20275	0.168
20325	0.140
20375	0.132
20425	0.132
20475	0.156
20525	0.184
20575	0.212
20625	0.208
20675	0.220
20725	0.188
20775	0.140
20825	0.144
20875	0.152
20925	0.152
20975	0.156
21025	0.184
21075	0.176
21125	0.196
21175	0.216
21225	0.232
21275	0.228
21325	0.216
21375	0.196
21425	0.180
21475	0.172
21525	0.168
21575	0.180
21625	0.188
21675	0.172
21725	0.164
21775	0.164
21825	0.164
21875	0.184
21925	0.232
21975	0.260
22025	0.264
22075	0.296
22125	0.248
22175	0.216
22225	0.196
22275	0.200
22325	0.204
22375	0.232
22425	0.216
22475	0.208
22525	0.200
22575	0.184
22625	0.200
22675	0.248
22725	0.268
22775	0.276
22825	0.268
22875	0.252
22925	0.240
22975	0.256
23025	0.288
23075	0.296
23125	0.292
23175	0.288
23225	0.260
23275	0.240
23325	0.228
23375	0.232
23425	0.264
23475	0.280
23525	0.280
23575	0.320
23625	0.348
23675	0.340
23725	0.360
23775	0.332
23825	0.264
23875	0.224
23925	0.188
23975	0.156
24025	0.168
24075	0.172
24125	0.212
24175	0.216
24225	0.216
24275	0.232
24325	0.260
24375	0.224
24425	0.204
24475	0.216
24525	0.188
24575	0.152
24625	0.152
24675	0.152
24725	0.136
24775	0.180
24825	0.200
24875	0.188
24925	0.216
24975	0.228
25025	0.212
25075	0.204
25125	0.212
25175	0.208
25225	0.212
25275	0.196
25325	0.192
25375	0.196
25425	0.172
25475	0.148
25525	0.148
25575	0.148
25625	0.164
25675	0.188
25725	0.224
25775	0.216
25825	0.252
25875	0.252
25925	0.236
25975	0.204
26025	0.216
26075	0.168
26125	0.160
26175	0.164
26225	0.184
26275	0.180
26325	0.192
26375	0.188
26425	0.184
26475	0.156
26525	0.144
26575	0.156
26625	0.164
26675	0.176
26725	0.180
26775	0.188
26825	0.180
26875	0.172
26925	0.188
26975	0.200
27025	0.212
27075	0.212
27125	0.184
27175	0.160
27225	0.180
27275	0.188
27325	0.200
27375	0.224
27425	0.236
27475	0.220
27525	0.200
27575	0.208
27625	0.228
27675	0.228
27725	0.244
27775	0.256
27825	0.256
27875	0.264
27925	0.264
27975	0.236
28025	0.228
28075	0.224
28125	0.224
28175	0.224
28225	0.232
28275	0.244
28325	0.220
28375	0.204
28425	0.196
28475	0.208
28525	0.184
28575	0.232
28625	0.240
28675	0.244
28725	0.252
28775	0.260
28825	0.252
28875	0.268
28925	0.272
28975	0.268
29025	0.288
29075	0.268
29125	0.268
29175	0.240
29225	0.216
29275	0.236
29325	0.244
29375	0.212
29425	0.232
29475	0.272
29525	0.308
29575	0.348
29625	0.368
29675	0.420
29725	0.416
29775	0.360
29825	0.332
29875	0.304
29925	0.272
29975	0.280
30025	0.264
30075	0.232
30125	0.244
30175	0.252
30225	0.240
30275	0.292
30325	0.300
30375	0.304
30425	0.284
30475	0.240
30525	0.192
30575	0.192
30625	0.152
30675	0.148
30725	0.172
30775	0.204
30825	0.184
30875	0.192
30925	0.228
30975	0.204
31025	0.180
31075	0.244
31125	0.272
31175	0.224
31225	0.224
31275	0.216
31325	0.172
31375	0.160
31425	0.160
31475	0.172
31525	0.164
31575	0.176
31625	0.160
31675	0.156
31725	0.148
31775	0.156
31825	0.144
31875	0.152
31925	0.152
31975	0.164
32025	0.144
32075	0.132
32125	0.140
32175	0.148
32225	0.136
32275	0.180
32325	0.204
32375	0.224
32425	0.220
32475	0.212
32525	0.188
32575	0.196
32625	0.180
32675	0.184
32725	0.240
32775	0.240
32825	0.216
32875	0.204
32925	0.204
32975	0.180
33025	0.204
33075	0.228
33125	0.268
33175	0.272
33225	0.272
33275	0.252
33325	0.268
33375	0.228
33425	0.212
33475	0.192
33525	0.196
33575	0.188
33625	0.208
33675	0.244
33725	0.256
33775	0.248
33825	0.236
33875	0.228
33925	0.224
33975	0.224
34025	0.240
34075	0.216
34125	0.228
34175	0.224
34225	0.240
34275	0.232
34325	0.284
34375	0.292
34425	0.300
34475	0.312
34525	0.296
34575	0.256
34625	0.240
34675	0.220
34725	0.192
34775	0.208
34825	0.220
34875	0.224
34925	0.220
34975	0.208
35025	0.204
35075	0.208
35125	0.204
35175	0.224
35225	0.228
35275	0.220
35325	0.204
35375	0.216
35425	0.204
35475	0.200
35525	0.208
35575	0.208
35625	0.216
35675	0.216
35725	0.240
35775	0.232
35825	0.244
35875	0.204
35925	0.208
35975	0.192
36025	0.184
36075	0.164
36125	0.196
36175	0.188
36225	0.212
36275	0.232
36325	0.232
36375	0.232
36425	0.232
36475	0.192
36525	0.172
36575	0.180
36625	0.156
36675	0.148
36725	0.172
36775	0.160
36825	0.152
36875	0.160
36925	0.156
36975	0.152
37025	0.168
37075	0.172
37125	0.188
37175	0.212
37225	0.220
37275	0.264
37325	0.252
37375	0.228
37425	0.220
37475	0.200
37525	0.168
37575	0.196
37625	0.228
37675	0.212
37725	0.224
37775	0.224
37825	0.220
37875	0.204
37925	0.212
37975	0.216
38025	0.204
38075	0.200
38125	0.188
38175	0.188
38225	0.204
38275	0.228
38325	0.272
38375	0.284
38425	0.300
38475	0.340
38525	0.332
38575	0.292
38625	0.268
38675	0.260
38725	0.180
38775	0.180
38825	0.172
38875	0.196
38925	0.192
38975	0.220
39025	0.220
39075	0.216
39125	0.208
39175	0.196
39225	0.208
39275	0.248
39325	0.284
39375	0.292
39425	0.292
39475	0.276
39525	0.208
39575	0.164
39625	0.148
39675	0.144
39725	0.116
39775	0.148
39825	0.144
39875	0.156
39925	0.180
39975	0.200
40025	0.180
40075	0.168
40125	0.176
40175	0.152
40225	0.140
40275	0.136
40325	0.164
40375	0.144
40425	0.160
40475	0.152
40525	0.156
40575	0.124
40625	0.140
40675	0.108
40725	0.120
40775	0.144
40825	0.164
40875	0.156
40925	0.172
40975	0.208
41025	0.208
41075	0.244
41125	0.272
41175	0.276
41225	0.240
41275	0.216
41325	0.216
41375	0.180
41425	0.184
41475	0.224
41525	0.216
41575	0.224
41625	0.240
41675	0.240
41725	0.232
41775	0.232
41825	0.196
41875	0.204
41925	0.200
41975	0.180
42025	0.192
42075	0.188
42125	0.184
42175	0.200
42225	0.180
42275	0.184
42325	0.200
42375	0.184
42425	0.176
42475	0.192
42525	0.208
42575	0.200
42625	0.228
42675	0.244
42725	0.252
42775	0.216
42825	0.204
42875	0.184
42925	0.156
42975	0.148
43025	0.160
43075	0.168
43125	0.152
43175	0.148
43225	0.136
43275	0.172
43325	0.164
43375	0.168
43425	0.208
43475	0.224
43525	0.208
43575	0.216
43625	0.236
43675	0.208
43725	0.200
43775	0.196
43825	0.184
43875	0.196
43925	0.196
43975	0.200
44025	0.204
44075	0.196
44125	0.172
44175	0.176
44225	0.168
44275	0.148
44325	0.168
44375	0.148
44425	0.144
44475	0.136
44525	0.124
44575	0.136
44625	0.144
44675	0.128
44725	0.140
44775	0.168
44825	0.148
44875	0.160
44925	0.164
44975	0.168
45025	0.156
45075	0.144
45125	0.152
45175	0.164
45225	0.156
45275	0.160
45325	0.168
45375	0.164
45425	0.164
45475	0.204
45525	0.196
