Position	Percent G+C 1 .. 7362763
125	0.208
175	0.184
225	0.208
275	0.236
325	0.256
375	0.232
425	0.208
475	0.208
525	0.180
575	0.128
625	0.148
675	0.196
725	0.200
775	0.240
825	0.268
875	0.260
925	0.208
975	0.184
1025	0.144
1075	0.172
1125	0.180
1175	0.172
1225	0.156
1275	0.184
1325	0.128
1375	0.112
1425	0.128
1475	0.120
1525	0.096
1575	0.104
1625	0.132
1675	0.112
1725	0.120
1775	0.144
1825	0.144
1875	0.112
1925	0.120
1975	0.124
2025	0.100
2075	0.088
2125	0.088
2175	0.064
2225	0.088
2275	0.100
2325	0.140
2375	0.160
2425	0.192
2475	0.172
2525	0.180
2575	0.144
2625	0.148
2675	0.156
2725	0.164
2775	0.180
2825	0.196
2875	0.180
2925	0.184
2975	0.192
3025	0.176
3075	0.188
3125	0.196
3175	0.160
3225	0.132
3275	0.144
3325	0.172
3375	0.152
3425	0.172
3475	0.224
3525	0.220
3575	0.208
3625	0.224
3675	0.244
3725	0.196
3775	0.160
3825	0.168
3875	0.148
3925	0.104
3975	0.116
4025	0.156
4075	0.140
4125	0.184
4175	0.252
4225	0.288
4275	0.316
4325	0.360
4375	0.380
4425	0.368
4475	0.352
4525	0.352
4575	0.304
4625	0.292
4675	0.300
4725	0.328
4775	0.320
4825	0.340
4875	0.376
4925	0.416
4975	0.416
5025	0.448
5075	0.476
5125	0.504
5175	0.484
5225	0.512
5275	0.480
5325	0.468
5375	0.444
5425	0.428
5475	0.416
5525	0.428
5575	0.416
5625	0.412
5675	0.440
5725	0.456
5775	0.468
5825	0.488
5875	0.512
5925	0.492
5975	0.472
6025	0.476
6075	0.464
6125	0.440
6175	0.456
6225	0.456
6275	0.452
6325	0.472
6375	0.500
6425	0.480
6475	0.496
6525	0.484
6575	0.476
6625	0.452
6675	0.468
6725	0.452
6775	0.460
6825	0.444
6875	0.444
6925	0.444
6975	0.440
7025	0.424
7075	0.444
7125	0.432
7175	0.448
7225	0.464
7275	0.484
7325	0.480
7375	0.500
7425	0.472
7475	0.460
7525	0.428
7575	0.416
7625	0.396
7675	0.392
7725	0.416
7775	0.424
7825	0.428
7875	0.444
7925	0.448
7975	0.420
8025	0.444
8075	0.460
8125	0.440
8175	0.448
8225	0.444
8275	0.436
8325	0.440
8375	0.456
8425	0.460
8475	0.456
8525	0.472
8575	0.456
8625	0.440
8675	0.416
8725	0.412
8775	0.404
8825	0.408
8875	0.416
8925	0.416
8975	0.436
9025	0.416
9075	0.404
9125	0.408
9175	0.424
9225	0.424
9275	0.436
9325	0.456
9375	0.452
9425	0.468
9475	0.448
9525	0.444
9575	0.420
9625	0.412
9675	0.404
9725	0.420
9775	0.432
9825	0.428
9875	0.428
9925	0.420
9975	0.428
10025	0.412
10075	0.416
10125	0.428
10175	0.412
10225	0.412
10275	0.388
10325	0.412
10375	0.408
10425	0.404
10475	0.392
10525	0.408
10575	0.392
10625	0.404
10675	0.420
10725	0.416
10775	0.404
10825	0.432
10875	0.416
10925	0.424
10975	0.432
11025	0.444
11075	0.408
11125	0.424
11175	0.408
11225	0.412
11275	0.404
11325	0.432
11375	0.412
11425	0.436
11475	0.468
11525	0.492
11575	0.456
11625	0.468
11675	0.452
11725	0.384
11775	0.396
11825	0.440
11875	0.424
11925	0.412
11975	0.472
12025	0.472
12075	0.468
12125	0.500
12175	0.508
12225	0.464
12275	0.452
12325	0.444
12375	0.444
12425	0.456
12475	0.476
12525	0.488
12575	0.472
12625	0.436
12675	0.428
12725	0.432
12775	0.420
12825	0.432
12875	0.464
12925	0.444
12975	0.444
13025	0.456
13075	0.456
13125	0.460
13175	0.480
13225	0.460
13275	0.436
13325	0.432
13375	0.408
13425	0.396
13475	0.388
13525	0.404
13575	0.408
13625	0.404
13675	0.416
13725	0.428
13775	0.412
13825	0.392
13875	0.376
13925	0.372
13975	0.384
14025	0.400
14075	0.420
14125	0.424
14175	0.428
14225	0.436
14275	0.432
14325	0.416
14375	0.440
14425	0.440
14475	0.428
14525	0.432
14575	0.476
14625	0.472
14675	0.476
14725	0.484
14775	0.468
14825	0.444
14875	0.440
14925	0.432
14975	0.432
15025	0.440
15075	0.436
15125	0.452
15175	0.472
15225	0.468
15275	0.460
15325	0.464
15375	0.436
15425	0.376
15475	0.356
15525	0.380
15575	0.368
15625	0.372
15675	0.432
15725	0.452
15775	0.432
15825	0.440
15875	0.476
15925	0.492
15975	0.500
16025	0.524
16075	0.536
16125	0.536
16175	0.548
16225	0.540
16275	0.516
16325	0.524
16375	0.528
16425	0.500
16475	0.504
16525	0.516
16575	0.492
16625	0.460
16675	0.432
16725	0.408
16775	0.396
16825	0.388
16875	0.376
16925	0.376
16975	0.400
17025	0.384
17075	0.364
17125	0.372
17175	0.384
17225	0.352
17275	0.356
17325	0.384
17375	0.388
17425	0.392
17475	0.372
17525	0.376
17575	0.392
17625	0.380
17675	0.336
17725	0.380
17775	0.360
17825	0.360
17875	0.312
17925	0.332
17975	0.308
18025	0.280
18075	0.192
18125	0.192
18175	0.172
18225	0.160
18275	0.160
18325	0.192
18375	0.180
18425	0.168
18475	0.144
18525	0.140
18575	0.140
18625	0.196
18675	0.192
18725	0.172
18775	0.176
18825	0.180
18875	0.172
18925	0.176
18975	0.208
19025	0.220
19075	0.188
19125	0.180
19175	0.156
19225	0.120
19275	0.112
19325	0.116
19375	0.088
19425	0.104
19475	0.128
19525	0.128
19575	0.136
19625	0.164
19675	0.168
19725	0.148
19775	0.148
19825	0.132
19875	0.100
19925	0.088
19975	0.120
20025	0.140
20075	0.188
20125	0.188
20175	0.192
20225	0.196
20275	0.180
20325	0.152
20375	0.152
20425	0.176
20475	0.168
20525	0.144
20575	0.152
20625	0.168
20675	0.132
20725	0.136
20775	0.164
20825	0.160
20875	0.144
20925	0.208
20975	0.220
21025	0.228
21075	0.228
21125	0.240
21175	0.180
21225	0.184
21275	0.164
21325	0.128
21375	0.128
21425	0.136
21475	0.112
21525	0.112
21575	0.148
21625	0.156
21675	0.160
21725	0.156
21775	0.176
21825	0.188
21875	0.172
21925	0.156
21975	0.136
22025	0.132
22075	0.104
22125	0.096
22175	0.124
22225	0.128
22275	0.124
22325	0.136
22375	0.140
22425	0.132
22475	0.152
22525	0.132
22575	0.144
22625	0.144
22675	0.144
22725	0.156
22775	0.180
22825	0.148
22875	0.152
22925	0.144
22975	0.128
23025	0.144
23075	0.156
23125	0.140
23175	0.148
23225	0.156
23275	0.124
23325	0.152
23375	0.184
23425	0.188
23475	0.172
23525	0.164
23575	0.120
23625	0.096
23675	0.076
23725	0.092
23775	0.104
23825	0.108
23875	0.108
23925	0.112
23975	0.096
24025	0.144
24075	0.180
24125	0.224
24175	0.252
24225	0.244
24275	0.184
24325	0.160
24375	0.164
24425	0.132
24475	0.144
24525	0.176
24575	0.196
24625	0.204
24675	0.232
24725	0.248
24775	0.220
24825	0.192
24875	0.152
24925	0.152
24975	0.144
25025	0.168
25075	0.180
25125	0.176
25175	0.156
25225	0.164
25275	0.144
25325	0.148
25375	0.168
25425	0.184
25475	0.192
25525	0.204
25575	0.200
25625	0.200
25675	0.220
25725	0.224
25775	0.224
25825	0.212
25875	0.200
25925	0.168
25975	0.148
26025	0.144
26075	0.156
26125	0.128
26175	0.104
26225	0.100
26275	0.096
26325	0.096
26375	0.112
26425	0.144
26475	0.152
26525	0.156
26575	0.160
26625	0.156
26675	0.180
26725	0.208
26775	0.196
26825	0.184
26875	0.196
26925	0.184
26975	0.148
27025	0.168
27075	0.180
27125	0.164
27175	0.148
27225	0.144
27275	0.128
27325	0.132
27375	0.156
27425	0.164
27475	0.164
27525	0.160
27575	0.148
27625	0.156
27675	0.164
27725	0.180
27775	0.204
27825	0.200
27875	0.180
27925	0.180
27975	0.200
28025	0.180
28075	0.200
28125	0.212
28175	0.192
28225	0.156
28275	0.176
28325	0.200
28375	0.208
28425	0.220
28475	0.248
28525	0.244
28575	0.208
28625	0.200
28675	0.212
28725	0.224
28775	0.208
28825	0.216
28875	0.204
28925	0.200
28975	0.168
29025	0.184
29075	0.188
29125	0.184
29175	0.172
29225	0.176
29275	0.184
29325	0.172
29375	0.204
29425	0.224
29475	0.212
29525	0.196
29575	0.204
29625	0.188
29675	0.164
29725	0.164
29775	0.160
29825	0.144
29875	0.144
29925	0.168
29975	0.232
30025	0.272
30075	0.296
30125	0.292
30175	0.272
30225	0.200
30275	0.172
30325	0.192
30375	0.184
30425	0.196
30475	0.220
30525	0.200
30575	0.196
30625	0.224
30675	0.236
30725	0.256
30775	0.260
30825	0.236
30875	0.212
30925	0.232
30975	0.252
31025	0.240
31075	0.240
31125	0.228
31175	0.200
31225	0.172
31275	0.184
31325	0.176
31375	0.176
31425	0.156
31475	0.148
31525	0.144
31575	0.144
31625	0.156
31675	0.152
31725	0.136
31775	0.140
31825	0.148
31875	0.152
31925	0.160
31975	0.164
32025	0.160
32075	0.152
32125	0.176
32175	0.172
32225	0.160
32275	0.180
32325	0.200
32375	0.168
32425	0.188
32475	0.224
32525	0.220
32575	0.224
32625	0.240
32675	0.224
32725	0.204
32775	0.196
32825	0.180
32875	0.164
32925	0.156
32975	0.152
33025	0.160
33075	0.160
33125	0.168
33175	0.180
33225	0.184
33275	0.180
33325	0.208
33375	0.216
33425	0.212
33475	0.220
33525	0.216
33575	0.208
33625	0.200
33675	0.192
33725	0.192
33775	0.220
33825	0.212
33875	0.192
33925	0.208
33975	0.196
34025	0.164
34075	0.132
34125	0.164
34175	0.168
34225	0.184
34275	0.228
34325	0.244
34375	0.212
34425	0.196
34475	0.180
34525	0.136
34575	0.128
34625	0.140
34675	0.148
34725	0.144
34775	0.140
34825	0.140
34875	0.144
34925	0.140
34975	0.140
35025	0.160
35075	0.152
35125	0.136
35175	0.140
35225	0.144
35275	0.140
35325	0.144
35375	0.160
35425	0.168
35475	0.204
35525	0.244
35575	0.288
35625	0.292
35675	0.280
35725	0.276
35775	0.316
35825	0.304
35875	0.352
35925	0.392
35975	0.372
36025	0.340
36075	0.360
36125	0.308
36175	0.276
36225	0.288
36275	0.300
36325	0.280
36375	0.336
36425	0.404
36475	0.376
36525	0.340
36575	0.332
36625	0.272
36675	0.184
36725	0.212
36775	0.192
36825	0.180
36875	0.160
36925	0.176
36975	0.172
37025	0.172
37075	0.180
37125	0.216
37175	0.212
37225	0.200
37275	0.164
37325	0.172
37375	0.164
37425	0.148
37475	0.144
37525	0.168
37575	0.120
37625	0.124
37675	0.128
37725	0.116
37775	0.128
37825	0.156
37875	0.144
37925	0.156
37975	0.152
38025	0.160
38075	0.188
38125	0.184
38175	0.180
38225	0.196
38275	0.164
38325	0.136
38375	0.140
38425	0.136
38475	0.148
38525	0.176
38575	0.184
38625	0.184
38675	0.224
38725	0.236
38775	0.216
38825	0.196
38875	0.196
38925	0.148
38975	0.120
39025	0.132
39075	0.168
39125	0.192
39175	0.212
39225	0.220
39275	0.200
39325	0.172
39375	0.152
39425	0.140
39475	0.156
39525	0.168
39575	0.184
39625	0.180
39675	0.192
39725	0.212
39775	0.232
39825	0.224
39875	0.236
39925	0.244
39975	0.208
40025	0.204
40075	0.228
40125	0.208
40175	0.212
40225	0.188
40275	0.192
40325	0.180
40375	0.168
40425	0.148
40475	0.168
40525	0.172
40575	0.148
40625	0.196
40675	0.184
40725	0.164
40775	0.128
40825	0.152
40875	0.116
40925	0.148
40975	0.156
41025	0.164
41075	0.156
41125	0.180
41175	0.176
41225	0.180
41275	0.192
41325	0.208
41375	0.188
41425	0.192
41475	0.196
41525	0.208
41575	0.224
41625	0.228
41675	0.208
41725	0.212
41775	0.188
41825	0.168
41875	0.168
41925	0.196
41975	0.200
42025	0.216
42075	0.224
42125	0.224
42175	0.220
42225	0.228
42275	0.216
42325	0.216
42375	0.228
42425	0.196
42475	0.192
42525	0.228
42575	0.204
42625	0.196
42675	0.196
42725	0.212
42775	0.184
42825	0.180
42875	0.180
42925	0.196
42975	0.220
43025	0.304
43075	0.348
43125	0.388
43175	0.436
43225	0.432
43275	0.416
43325	0.436
43375	0.468
43425	0.464
43475	0.456
43525	0.412
43575	0.336
43625	0.252
43675	0.196
43725	0.164
43775	0.136
43825	0.136
43875	0.144
43925	0.140
43975	0.108
44025	0.092
44075	0.080
44125	0.088
44175	0.084
44225	0.092
44275	0.108
44325	0.104
44375	0.104
44425	0.128
44475	0.120
44525	0.096
44575	0.100
44625	0.072
44675	0.064
44725	0.100
44775	0.104
44825	0.124
44875	0.128
44925	0.108
44975	0.072
45025	0.076
45075	0.060
45125	0.092
45175	0.104
45225	0.120
45275	0.124
45325	0.156
45375	0.136
45425	0.140
45475	0.132
45525	0.136
45575	0.132
45625	0.116
45675	0.100
45725	0.108
45775	0.108
45825	0.076
45875	0.068
45925	0.076
45975	0.068
46025	0.068
46075	0.084
46125	0.092
46175	0.084
46225	0.080
46275	0.068
46325	0.072
46375	0.104
46425	0.124
46475	0.136
46525	0.156
46575	0.152
46625	0.124
46675	0.108
46725	0.108
46775	0.092
46825	0.092
46875	0.096
46925	0.104
46975	0.096
47025	0.104
47075	0.096
47125	0.104
47175	0.100
47225	0.100
47275	0.092
47325	0.104
47375	0.104
47425	0.100
47475	0.104
47525	0.120
47575	0.104
47625	0.088
47675	0.108
47725	0.100
47775	0.072
47825	0.076
47875	0.104
47925	0.100
47975	0.128
48025	0.192
48075	0.204
48125	0.204
48175	0.212
48225	0.208
48275	0.192
48325	0.216
48375	0.224
48425	0.196
48475	0.164
48525	0.120
48575	0.104
48625	0.076
48675	0.076
48725	0.108
48775	0.124
48825	0.120
48875	0.132
48925	0.136
48975	0.124
49025	0.108
49075	0.096
49125	0.096
49175	0.104
49225	0.116
49275	0.132
49325	0.128
49375	0.116
49425	0.112
49475	0.088
49525	0.092
49575	0.092
49625	0.092
49675	0.088
49725	0.100
49775	0.108
49825	0.096
49875	0.108
49925	0.112
49975	0.112
50025	0.092
50075	0.092
50125	0.084
