11	0.000
8	0.004
3	0.008
7	0.012
6	0.016
10	0.020
14	0.024
24	0.028
51	0.032
63	0.036
96	0.040
116	0.044
178	0.048
222	0.052
267	0.056
326	0.060
318	0.064
434	0.068
445	0.072
558	0.076
589	0.080
596	0.084
694	0.088
740	0.092
833	0.096
779	0.100
848	0.104
864	0.108
887	0.112
858	0.116
909	0.120
920	0.124
921	0.128
938	0.132
931	0.136
908	0.140
926	0.144
985	0.148
948	0.152
945	0.156
965	0.160
884	0.164
867	0.168
854	0.172
884	0.176
914	0.180
823	0.184
897	0.188
771	0.192
769	0.196
749	0.200
737	0.204
700	0.208
683	0.212
655	0.216
596	0.220
583	0.224
542	0.228
492	0.232
478	0.236
477	0.240
397	0.244
396	0.248
406	0.252
358	0.256
339	0.260
390	0.264
317	0.268
328	0.272
252	0.276
301	0.280
242	0.284
249	0.288
256	0.292
273	0.296
286	0.300
311	0.304
310	0.308
293	0.312
369	0.316
400	0.320
453	0.324
519	0.328
624	0.332
682	0.336
852	0.340
942	0.344
1189	0.348
1349	0.352
1565	0.356
1840	0.360
2138	0.364
2518	0.368
2819	0.372
3206	0.376
3579	0.380
4091	0.384
4475	0.388
4927	0.392
5532	0.396
6019	0.400
6537	0.404
6980	0.408
7665	0.412
8230	0.416
8744	0.420
9238	0.424
10229	0.428
10724	0.432
11417	0.436
11936	0.440
12875	0.444
13442	0.448
14202	0.452
14500	0.456
15384	0.460
15879	0.464
16366	0.468
17107	0.472
17668	0.476
17770	0.480
18323	0.484
18587	0.488
18687	0.492
18587	0.496
18462	0.500
18665	0.504
18256	0.508
17922	0.512
17582	0.516
17214	0.520
16684	0.524
16250	0.528
15738	0.532
14969	0.536
14202	0.540
13740	0.544
13000	0.548
12083	0.552
11598	0.556
10900	0.560
10098	0.564
9412	0.568
8704	0.572
8054	0.576
7519	0.580
6984	0.584
6358	0.588
5736	0.592
5319	0.596
4658	0.600
4361	0.604
3879	0.608
3607	0.612
3295	0.616
2977	0.620
2687	0.624
2469	0.628
2161	0.632
1865	0.636
1640	0.640
1534	0.644
1301	0.648
1159	0.652
1089	0.656
868	0.660
775	0.664
703	0.668
633	0.672
521	0.676
407	0.680
341	0.684
299	0.688
228	0.692
204	0.696
164	0.700
146	0.704
127	0.708
102	0.712
80	0.716
45	0.720
30	0.724
31	0.728
25	0.732
22	0.736
12	0.740
12	0.744
7	0.748
3	0.752
2	0.756
4	0.760
2	0.764
1	0.768
