Position	Percent G+C 1 .. 1155933
125	0.112
175	0.116
225	0.128
275	0.116
325	0.120
375	0.128
425	0.136
475	0.140
525	0.152
575	0.164
625	0.140
675	0.120
725	0.112
775	0.120
825	0.124
875	0.132
925	0.172
975	0.172
1025	0.168
1075	0.184
1125	0.196
1175	0.192
1225	0.196
1275	0.188
1325	0.180
1375	0.180
1425	0.168
1475	0.164
1525	0.204
1575	0.184
1625	0.176
1675	0.156
1725	0.148
1775	0.112
1825	0.140
1875	0.172
1925	0.220
1975	0.252
2025	0.264
2075	0.264
2125	0.256
2175	0.244
2225	0.224
2275	0.216
2325	0.224
2375	0.228
2425	0.252
2475	0.276
2525	0.300
2575	0.316
2625	0.308
2675	0.272
2725	0.244
2775	0.212
2825	0.176
2875	0.164
2925	0.188
2975	0.200
3025	0.244
3075	0.276
3125	0.296
3175	0.268
3225	0.296
3275	0.284
3325	0.264
3375	0.252
3425	0.272
3475	0.268
3525	0.252
3575	0.256
3625	0.272
3675	0.292
3725	0.284
3775	0.292
3825	0.276
3875	0.288
3925	0.272
3975	0.312
4025	0.360
4075	0.432
4125	0.460
4175	0.508
4225	0.512
4275	0.524
4325	0.524
4375	0.536
4425	0.516
4475	0.516
4525	0.508
4575	0.528
4625	0.528
4675	0.564
4725	0.576
4775	0.564
4825	0.568
4875	0.556
4925	0.524
4975	0.516
5025	0.500
5075	0.440
5125	0.432
5175	0.464
5225	0.452
5275	0.492
5325	0.520
5375	0.540
5425	0.520
5475	0.516
5525	0.484
5575	0.492
5625	0.484
5675	0.488
5725	0.496
5775	0.540
5825	0.548
5875	0.568
5925	0.584
5975	0.596
6025	0.568
6075	0.544
6125	0.532
6175	0.524
6225	0.500
6275	0.488
6325	0.508
6375	0.504
6425	0.472
6475	0.504
6525	0.512
6575	0.492
6625	0.480
6675	0.500
6725	0.452
6775	0.448
6825	0.440
6875	0.424
6925	0.400
6975	0.444
7025	0.452
7075	0.452
7125	0.488
7175	0.520
7225	0.524
7275	0.544
7325	0.596
7375	0.592
7425	0.596
7475	0.564
7525	0.572
7575	0.560
7625	0.560
7675	0.564
7725	0.600
7775	0.576
7825	0.588
7875	0.596
7925	0.584
7975	0.568
8025	0.572
8075	0.528
8125	0.516
8175	0.496
8225	0.480
8275	0.476
8325	0.476
8375	0.476
8425	0.504
8475	0.508
8525	0.520
8575	0.524
8625	0.524
8675	0.500
8725	0.484
8775	0.444
8825	0.436
8875	0.428
8925	0.444
8975	0.468
9025	0.496
9075	0.520
9125	0.528
9175	0.548
9225	0.548
9275	0.532
9325	0.508
9375	0.476
9425	0.444
9475	0.444
9525	0.468
9575	0.516
9625	0.552
9675	0.576
9725	0.580
9775	0.560
9825	0.516
9875	0.496
9925	0.476
9975	0.480
10025	0.496
10075	0.524
10125	0.544
10175	0.544
10225	0.528
10275	0.520
10325	0.520
10375	0.524
10425	0.524
10475	0.536
10525	0.560
10575	0.536
10625	0.528
10675	0.520
10725	0.496
10775	0.480
10825	0.500
10875	0.496
10925	0.492
10975	0.500
11025	0.496
11075	0.452
11125	0.436
11175	0.444
11225	0.456
11275	0.468
11325	0.500
11375	0.500
11425	0.520
11475	0.504
11525	0.512
11575	0.520
11625	0.584
11675	0.624
11725	0.656
11775	0.672
11825	0.688
11875	0.652
11925	0.600
11975	0.564
12025	0.560
12075	0.536
12125	0.544
12175	0.568
12225	0.604
12275	0.588
12325	0.600
12375	0.564
12425	0.548
12475	0.532
12525	0.508
12575	0.472
12625	0.468
12675	0.424
12725	0.396
12775	0.372
12825	0.392
12875	0.424
12925	0.496
12975	0.580
13025	0.648
13075	0.660
13125	0.668
13175	0.656
13225	0.580
13275	0.548
13325	0.536
13375	0.532
13425	0.532
13475	0.588
13525	0.624
13575	0.660
13625	0.652
13675	0.624
13725	0.568
13775	0.536
13825	0.496
13875	0.484
13925	0.472
13975	0.484
14025	0.476
14075	0.508
14125	0.496
14175	0.504
14225	0.508
14275	0.492
14325	0.452
14375	0.444
14425	0.452
14475	0.460
14525	0.444
14575	0.468
14625	0.512
14675	0.508
14725	0.480
14775	0.488
14825	0.448
14875	0.420
14925	0.420
14975	0.448
15025	0.484
15075	0.520
15125	0.536
15175	0.544
15225	0.552
15275	0.556
15325	0.552
15375	0.568
15425	0.588
15475	0.600
15525	0.616
15575	0.624
15625	0.616
15675	0.632
15725	0.620
15775	0.604
15825	0.600
15875	0.600
15925	0.572
15975	0.588
16025	0.588
16075	0.600
16125	0.604
16175	0.612
16225	0.608
16275	0.592
16325	0.596
16375	0.588
16425	0.572
