Position	Percent G+C 1 .. 1022062
125	0.172
175	0.128
225	0.128
275	0.112
325	0.128
375	0.160
425	0.184
475	0.184
525	0.184
575	0.156
625	0.148
675	0.120
725	0.132
775	0.132
825	0.132
875	0.132
925	0.164
975	0.176
1025	0.180
1075	0.200
1125	0.196
1175	0.172
1225	0.164
1275	0.172
1325	0.192
1375	0.228
1425	0.268
1475	0.268
1525	0.248
1575	0.216
1625	0.172
1675	0.140
1725	0.124
1775	0.116
1825	0.116
1875	0.132
1925	0.136
1975	0.132
2025	0.140
2075	0.128
2125	0.120
2175	0.156
2225	0.224
2275	0.312
2325	0.444
2375	0.524
2425	0.580
2475	0.596
2525	0.592
2575	0.544
2625	0.528
2675	0.512
2725	0.520
2775	0.520
2825	0.528
2875	0.520
2925	0.540
2975	0.544
3025	0.540
3075	0.524
3125	0.516
3175	0.504
3225	0.520
3275	0.500
3325	0.492
3375	0.516
3425	0.512
3475	0.484
3525	0.508
3575	0.528
3625	0.544
3675	0.552
3725	0.564
3775	0.556
3825	0.564
3875	0.556
3925	0.544
3975	0.524
4025	0.512
4075	0.532
4125	0.528
4175	0.556
4225	0.576
4275	0.592
4325	0.560
4375	0.548
4425	0.488
4475	0.480
4525	0.492
4575	0.476
4625	0.468
4675	0.492
4725	0.484
4775	0.444
4825	0.468
4875	0.468
4925	0.452
4975	0.456
5025	0.492
5075	0.468
5125	0.492
5175	0.504
5225	0.496
5275	0.484
5325	0.468
5375	0.468
5425	0.464
5475	0.468
5525	0.484
5575	0.524
5625	0.508
5675	0.500
5725	0.512
5775	0.512
5825	0.488
5875	0.480
5925	0.508
5975	0.484
6025	0.476
6075	0.472
6125	0.500
6175	0.496
6225	0.520
6275	0.532
6325	0.564
6375	0.580
6425	0.588
6475	0.604
6525	0.608
6575	0.620
6625	0.588
6675	0.580
6725	0.568
6775	0.572
6825	0.568
6875	0.592
6925	0.628
6975	0.660
7025	0.652
7075	0.636
7125	0.612
7175	0.540
7225	0.504
7275	0.524
7325	0.508
7375	0.480
7425	0.484
7475	0.408
7525	0.312
7575	0.284
7625	0.284
7675	0.292
7725	0.360
7775	0.428
7825	0.452
7875	0.476
7925	0.488
7975	0.496
8025	0.488
8075	0.492
8125	0.484
8175	0.488
8225	0.476
8275	0.492
8325	0.488
8375	0.488
8425	0.476
8475	0.484
8525	0.464
8575	0.472
8625	0.472
8675	0.488
8725	0.484
8775	0.508
8825	0.504
8875	0.480
8925	0.452
8975	0.444
9025	0.428
9075	0.432
9125	0.472
9175	0.480
9225	0.488
9275	0.472
9325	0.480
9375	0.468
9425	0.452
9475	0.456
9525	0.492
9575	0.516
9625	0.556
9675	0.624
9725	0.672
9775	0.692
9825	0.724
9875	0.732
9925	0.752
9975	0.740
10025	0.712
10075	0.692
10125	0.656
10175	0.632
10225	0.612
10275	0.616
10325	0.580
10375	0.608
10425	0.600
10475	0.616
10525	0.628
10575	0.648
10625	0.648
10675	0.644
10725	0.652
10775	0.624
10825	0.604
10875	0.572
10925	0.532
10975	0.508
11025	0.504
11075	0.488
11125	0.476
11175	0.492
11225	0.468
11275	0.436
11325	0.448
11375	0.444
11425	0.440
11475	0.448
11525	0.492
11575	0.504
11625	0.532
11675	0.544
11725	0.548
11775	0.556
11825	0.544
11875	0.540
11925	0.556
11975	0.564
12025	0.540
12075	0.556
12125	0.552
12175	0.544
12225	0.556
12275	0.596
12325	0.600
12375	0.612
12425	0.616
12475	0.600
12525	0.588
12575	0.572
12625	0.560
12675	0.520
12725	0.512
12775	0.492
12825	0.512
12875	0.516
12925	0.544
12975	0.564
13025	0.544
13075	0.536
13125	0.548
13175	0.564
13225	0.560
13275	0.612
13325	0.616
13375	0.604
13425	0.612
13475	0.596
13525	0.588
13575	0.616
13625	0.612
13675	0.600
13725	0.616
13775	0.592
13825	0.552
13875	0.524
13925	0.476
13975	0.456
14025	0.464
14075	0.476
14125	0.496
14175	0.520
14225	0.504
14275	0.504
14325	0.512
14375	0.520
14425	0.524
14475	0.568
14525	0.592
14575	0.580
14625	0.544
14675	0.552
14725	0.512
14775	0.480
14825	0.488
14875	0.548
14925	0.528
14975	0.520
15025	0.524
15075	0.512
15125	0.500
15175	0.520
15225	0.544
15275	0.536
15325	0.532
15375	0.508
15425	0.516
15475	0.508
15525	0.540
15575	0.552
15625	0.552
15675	0.528
15725	0.536
15775	0.496
15825	0.492
15875	0.496
15925	0.524
15975	0.536
16025	0.560
16075	0.544
16125	0.560
16175	0.556
16225	0.552
16275	0.540
16325	0.556
16375	0.576
16425	0.604
16475	0.656
16525	0.680
16575	0.720
16625	0.744
16675	0.728
16725	0.716
16775	0.740
16825	0.724
16875	0.708
16925	0.716
16975	0.704
17025	0.704
17075	0.732
17125	0.736
17175	0.744
17225	0.752
17275	0.752
17325	0.744
17375	0.744
17425	0.744
17475	0.716
17525	0.680
17575	0.620
17625	0.568
17675	0.564
17725	0.584
17775	0.576
17825	0.572
17875	0.588
17925	0.516
17975	0.488
18025	0.448
18075	0.432
18125	0.412
18175	0.440
18225	0.388
18275	0.404
18325	0.412
18375	0.380
18425	0.360
18475	0.404
18525	0.400
18575	0.380
18625	0.408
18675	0.416
18725	0.416
18775	0.424
18825	0.452
18875	0.444
18925	0.412
18975	0.408
19025	0.416
19075	0.440
19125	0.460
19175	0.508
19225	0.532
19275	0.508
19325	0.520
19375	0.528
19425	0.548
19475	0.524
19525	0.548
19575	0.528
19625	0.544
19675	0.540
19725	0.540
19775	0.532
19825	0.548
19875	0.540
19925	0.504
19975	0.500
20025	0.508
20075	0.484
20125	0.472
20175	0.496
20225	0.512
20275	0.528
20325	0.540
20375	0.576
20425	0.580
20475	0.576
20525	0.572
20575	0.560
20625	0.492
20675	0.460
20725	0.456
20775	0.480
20825	0.496
20875	0.548
20925	0.600
20975	0.588
21025	0.572
21075	0.556
21125	0.532
21175	0.484
21225	0.500
21275	0.500
21325	0.528
21375	0.560
21425	0.628
21475	0.624
21525	0.656
21575	0.676
21625	0.676
21675	0.640
21725	0.672
21775	0.624
21825	0.608
21875	0.592
21925	0.592
21975	0.568
22025	0.568
22075	0.572
22125	0.588
22175	0.588
22225	0.576
22275	0.572
22325	0.520
22375	0.516
22425	0.536
22475	0.548
22525	0.548
22575	0.540
22625	0.508
22675	0.472
22725	0.436
22775	0.440
22825	0.452
22875	0.464
22925	0.456
22975	0.468
23025	0.444
23075	0.456
23125	0.428
23175	0.436
23225	0.468
23275	0.536
23325	0.560
23375	0.616
23425	0.652
23475	0.640
23525	0.616
23575	0.624
23625	0.588
23675	0.572
23725	0.588
23775	0.564
23825	0.536
23875	0.532
23925	0.544
23975	0.504
24025	0.508
24075	0.516
24125	0.532
24175	0.516
24225	0.536
24275	0.580
24325	0.576
24375	0.580
24425	0.588
24475	0.560
24525	0.512
24575	0.520
24625	0.520
24675	0.516
24725	0.572
24775	0.580
24825	0.580
24875	0.588
24925	0.584
24975	0.572
25025	0.580
25075	0.576
25125	0.568
25175	0.576
25225	0.564
25275	0.572
25325	0.576
25375	0.572
25425	0.576
25475	0.568
25525	0.568
25575	0.564
25625	0.552
25675	0.556
25725	0.572
25775	0.556
25825	0.564
25875	0.584
25925	0.556
25975	0.552
26025	0.548
26075	0.528
26125	0.516
26175	0.536
26225	0.552
26275	0.568
26325	0.580
26375	0.596
26425	0.604
26475	0.612
26525	0.616
26575	0.636
26625	0.656
26675	0.628
26725	0.612
26775	0.604
26825	0.580
26875	0.552
26925	0.544
26975	0.496
27025	0.452
27075	0.436
27125	0.424
27175	0.420
27225	0.432
27275	0.452
27325	0.476
27375	0.488
27425	0.504
27475	0.516
27525	0.556
27575	0.552
27625	0.548
27675	0.552
27725	0.572
27775	0.552
27825	0.564
27875	0.568
27925	0.572
27975	0.572
28025	0.568
28075	0.552
28125	0.532
28175	0.536
28225	0.548
28275	0.552
28325	0.552
28375	0.588
28425	0.600
28475	0.564
28525	0.556
28575	0.552
28625	0.548
