Position	Percent G+C 1 .. 2007204
125	0.172
175	0.128
225	0.136
275	0.164
325	0.176
375	0.156
425	0.168
475	0.176
525	0.168
575	0.156
625	0.160
675	0.156
725	0.152
775	0.156
825	0.168
875	0.184
925	0.196
975	0.204
1025	0.200
1075	0.188
1125	0.200
1175	0.192
1225	0.180
1275	0.188
1325	0.208
1375	0.196
1425	0.184
1475	0.184
1525	0.172
1575	0.168
1625	0.148
1675	0.140
1725	0.136
1775	0.128
1825	0.092
1875	0.096
1925	0.128
1975	0.128
2025	0.148
2075	0.184
2125	0.172
2175	0.168
2225	0.160
2275	0.188
2325	0.168
2375	0.172
2425	0.172
2475	0.180
2525	0.144
2575	0.140
2625	0.132
2675	0.128
2725	0.116
2775	0.104
2825	0.112
2875	0.112
2925	0.132
2975	0.180
3025	0.244
3075	0.280
3125	0.368
3175	0.428
3225	0.468
3275	0.476
3325	0.488
3375	0.460
3425	0.440
3475	0.420
3525	0.412
3575	0.444
3625	0.452
3675	0.412
3725	0.412
3775	0.444
3825	0.428
3875	0.456
3925	0.500
3975	0.488
4025	0.452
4075	0.460
4125	0.448
4175	0.424
4225	0.424
4275	0.464
4325	0.468
4375	0.480
4425	0.492
4475	0.532
4525	0.520
4575	0.528
4625	0.552
4675	0.564
4725	0.580
4775	0.608
4825	0.612
4875	0.600
4925	0.616
4975	0.596
5025	0.592
5075	0.592
5125	0.600
5175	0.604
5225	0.620
5275	0.604
5325	0.620
5375	0.604
5425	0.656
5475	0.680
5525	0.700
5575	0.716
5625	0.728
5675	0.700
5725	0.684
5775	0.688
5825	0.648
5875	0.640
5925	0.620
5975	0.620
6025	0.592
6075	0.592
6125	0.600
6175	0.568
6225	0.548
6275	0.556
6325	0.576
6375	0.600
6425	0.612
6475	0.636
6525	0.640
6575	0.636
6625	0.624
6675	0.660
6725	0.660
6775	0.664
6825	0.664
6875	0.660
6925	0.664
6975	0.656
7025	0.644
7075	0.636
7125	0.636
7175	0.624
7225	0.612
7275	0.612
7325	0.624
7375	0.608
7425	0.636
7475	0.660
7525	0.668
7575	0.696
7625	0.708
7675	0.704
7725	0.704
7775	0.728
7825	0.704
7875	0.700
7925	0.684
7975	0.672
8025	0.628
8075	0.620
8125	0.612
8175	0.612
8225	0.608
8275	0.624
8325	0.608
8375	0.588
8425	0.576
8475	0.580
8525	0.576
8575	0.596
8625	0.628
8675	0.652
8725	0.640
8775	0.640
8825	0.624
8875	0.644
8925	0.616
8975	0.636
9025	0.644
9075	0.672
9125	0.660
9175	0.656
9225	0.644
9275	0.640
9325	0.592
9375	0.604
9425	0.600
9475	0.600
9525	0.604
9575	0.620
9625	0.548
9675	0.556
9725	0.544
9775	0.504
9825	0.492
9875	0.536
9925	0.528
9975	0.552
10025	0.592
10075	0.628
10125	0.660
10175	0.676
10225	0.676
10275	0.684
10325	0.680
10375	0.648
10425	0.668
10475	0.648
10525	0.628
10575	0.616
10625	0.624
10675	0.604
10725	0.612
10775	0.560
10825	0.572
10875	0.536
10925	0.540
10975	0.524
11025	0.540
11075	0.496
11125	0.512
11175	0.500
11225	0.480
11275	0.524
11325	0.508
11375	0.528
11425	0.528
11475	0.556
11525	0.552
11575	0.588
11625	0.568
11675	0.564
11725	0.532
11775	0.504
11825	0.476
11875	0.480
11925	0.448
11975	0.452
12025	0.456
12075	0.492
12125	0.472
12175	0.488
12225	0.508
12275	0.532
12325	0.556
12375	0.568
12425	0.564
12475	0.540
12525	0.516
12575	0.472
12625	0.500
12675	0.516
12725	0.512
12775	0.528
12825	0.524
12875	0.496
12925	0.500
12975	0.532
13025	0.496
13075	0.512
13125	0.496
13175	0.480
13225	0.480
13275	0.528
13325	0.504
13375	0.520
13425	0.504
13475	0.484
13525	0.476
13575	0.504
13625	0.532
13675	0.548
13725	0.556
13775	0.548
13825	0.524
13875	0.488
13925	0.524
13975	0.540
14025	0.572
14075	0.612
14125	0.660
14175	0.620
14225	0.624
14275	0.572
14325	0.544
14375	0.484
14425	0.492
14475	0.512
14525	0.576
14575	0.572
14625	0.588
14675	0.576
14725	0.540
14775	0.496
14825	0.500
14875	0.508
14925	0.500
14975	0.448
15025	0.396
15075	0.364
15125	0.332
15175	0.356
15225	0.408
15275	0.472
15325	0.500
15375	0.544
15425	0.536
15475	0.528
15525	0.508
15575	0.520
15625	0.496
15675	0.504
15725	0.524
15775	0.548
15825	0.548
15875	0.496
15925	0.476
15975	0.468
16025	0.456
16075	0.428
16125	0.508
16175	0.544
16225	0.564
16275	0.544
16325	0.556
16375	0.544
16425	0.520
16475	0.476
16525	0.472
16575	0.472
16625	0.464
16675	0.448
16725	0.456
16775	0.492
16825	0.508
16875	0.504
16925	0.532
16975	0.512
17025	0.484
17075	0.448
17125	0.468
17175	0.488
17225	0.528
17275	0.524
17325	0.568
17375	0.572
17425	0.532
17475	0.528
17525	0.544
17575	0.532
17625	0.508
17675	0.500
17725	0.468
17775	0.436
17825	0.412
17875	0.400
17925	0.404
17975	0.428
18025	0.464
18075	0.460
18125	0.476
18175	0.492
18225	0.480
18275	0.512
18325	0.580
18375	0.604
18425	0.640
18475	0.712
18525	0.696
18575	0.668
18625	0.668
18675	0.636
18725	0.608
18775	0.572
18825	0.568
18875	0.512
18925	0.492
18975	0.456
19025	0.476
19075	0.500
19125	0.552
19175	0.568
19225	0.596
19275	0.608
19325	0.596
19375	0.588
19425	0.592
19475	0.544
19525	0.512
19575	0.496
19625	0.476
19675	0.444
19725	0.472
19775	0.496
19825	0.472
19875	0.488
19925	0.540
19975	0.532
20025	0.532
20075	0.524
20125	0.524
20175	0.516
20225	0.536
20275	0.524
20325	0.548
20375	0.564
20425	0.544
20475	0.516
20525	0.528
20575	0.564
20625	0.576
20675	0.600
20725	0.656
20775	0.688
20825	0.680
20875	0.700
20925	0.728
20975	0.716
21025	0.700
21075	0.676
21125	0.612
21175	0.556
21225	0.540
21275	0.540
21325	0.548
21375	0.600
21425	0.656
21475	0.668
21525	0.676
21575	0.680
21625	0.640
21675	0.556
21725	0.540
21775	0.512
21825	0.496
21875	0.492
21925	0.512
21975	0.520
22025	0.496
22075	0.488
22125	0.476
22175	0.488
22225	0.468
22275	0.496
22325	0.524
22375	0.512
22425	0.512
22475	0.508
22525	0.528
22575	0.520
22625	0.540
22675	0.552
22725	0.560
22775	0.524
22825	0.516
22875	0.528
22925	0.552
22975	0.556
23025	0.604
23075	0.608
23125	0.604
23175	0.584
23225	0.588
23275	0.540
23325	0.516
23375	0.476
23425	0.416
23475	0.416
23525	0.444
23575	0.452
23625	0.520
23675	0.568
23725	0.564
23775	0.524
23825	0.520
23875	0.488
23925	0.476
23975	0.468
24025	0.488
24075	0.508
24125	0.516
24175	0.540
24225	0.552
24275	0.564
24325	0.556
24375	0.556
24425	0.556
24475	0.548
24525	0.536
24575	0.532
24625	0.520
24675	0.528
24725	0.536
24775	0.524
24825	0.548
24875	0.572
24925	0.544
24975	0.532
25025	0.568
25075	0.580
25125	0.576
25175	0.596
25225	0.588
25275	0.556
25325	0.540
25375	0.520
25425	0.492
25475	0.508
25525	0.504
25575	0.472
25625	0.472
25675	0.472
25725	0.476
25775	0.504
25825	0.544
25875	0.532
25925	0.544
25975	0.532
26025	0.516
26075	0.512
26125	0.536
26175	0.528
26225	0.520
26275	0.492
26325	0.484
26375	0.480
26425	0.484
26475	0.452
26525	0.456
26575	0.428
26625	0.396
26675	0.412
26725	0.476
26775	0.516
26825	0.540
26875	0.548
26925	0.552
26975	0.496
27025	0.468
27075	0.464
27125	0.456
27175	0.440
27225	0.408
27275	0.404
27325	0.424
27375	0.456
27425	0.452
27475	0.512
27525	0.536
27575	0.536
27625	0.568
27675	0.584
27725	0.620
27775	0.636
27825	0.644
27875	0.648
27925	0.664
27975	0.624
28025	0.620
28075	0.604
28125	0.572
28175	0.588
28225	0.620
28275	0.636
28325	0.636
28375	0.648
28425	0.620
28475	0.616
28525	0.644
28575	0.648
28625	0.660
