Position	Percent G+C 1 .. 25756
125	0.124
175	0.140
225	0.152
275	0.152
325	0.176
375	0.180
425	0.160
475	0.156
525	0.152
575	0.148
625	0.128
675	0.132
725	0.140
775	0.124
825	0.128
875	0.128
925	0.120
975	0.104
1025	0.112
1075	0.112
1125	0.140
1175	0.156
1225	0.172
1275	0.180
1325	0.176
1375	0.212
1425	0.228
1475	0.264
1525	0.268
1575	0.268
1625	0.256
1675	0.244
1725	0.220
1775	0.260
1825	0.296
1875	0.284
1925	0.268
1975	0.264
2025	0.228
2075	0.200
2125	0.172
2175	0.168
2225	0.164
2275	0.148
2325	0.140
2375	0.136
2425	0.164
2475	0.160
2525	0.168
2575	0.164
2625	0.180
2675	0.156
2725	0.148
2775	0.140
2825	0.160
2875	0.152
2925	0.172
2975	0.188
3025	0.212
3075	0.200
3125	0.208
3175	0.204
3225	0.196
3275	0.192
3325	0.208
3375	0.208
3425	0.204
3475	0.220
3525	0.208
3575	0.184
3625	0.176
3675	0.176
3725	0.200
3775	0.228
3825	0.280
3875	0.308
3925	0.324
3975	0.316
4025	0.332
4075	0.304
4125	0.316
4175	0.332
4225	0.328
4275	0.344
4325	0.400
4375	0.404
4425	0.396
4475	0.416
4525	0.384
4575	0.296
4625	0.236
4675	0.212
4725	0.164
4775	0.156
4825	0.184
4875	0.196
4925	0.188
4975	0.212
5025	0.248
5075	0.280
5125	0.316
5175	0.356
5225	0.360
5275	0.352
5325	0.348
5375	0.344
5425	0.336
5475	0.316
5525	0.264
5575	0.244
5625	0.236
5675	0.204
5725	0.220
5775	0.228
5825	0.240
5875	0.256
5925	0.288
5975	0.276
6025	0.276
6075	0.248
6125	0.248
6175	0.228
6225	0.224
6275	0.228
6325	0.216
6375	0.208
6425	0.208
6475	0.220
6525	0.216
6575	0.236
6625	0.244
6675	0.240
6725	0.244
6775	0.228
6825	0.244
6875	0.232
6925	0.260
6975	0.240
7025	0.284
7075	0.276
7125	0.268
7175	0.256
7225	0.264
7275	0.252
7325	0.248
7375	0.284
7425	0.304
7475	0.320
7525	0.304
7575	0.296
7625	0.272
7675	0.248
7725	0.236
7775	0.232
7825	0.220
7875	0.184
7925	0.156
7975	0.184
8025	0.192
8075	0.188
8125	0.232
8175	0.276
8225	0.224
8275	0.212
8325	0.248
8375	0.248
8425	0.276
8475	0.304
8525	0.360
8575	0.352
8625	0.352
8675	0.292
8725	0.268
8775	0.212
8825	0.184
8875	0.140
8925	0.140
8975	0.136
9025	0.144
9075	0.208
9125	0.232
9175	0.204
9225	0.196
9275	0.212
9325	0.144
9375	0.144
9425	0.180
9475	0.200
9525	0.180
9575	0.208
9625	0.248
9675	0.264
9725	0.284
9775	0.280
9825	0.252
9875	0.204
9925	0.180
9975	0.160
10025	0.180
10075	0.240
10125	0.232
10175	0.216
10225	0.216
10275	0.212
10325	0.168
10375	0.176
10425	0.208
10475	0.220
10525	0.212
10575	0.208
10625	0.204
10675	0.196
10725	0.184
10775	0.200
10825	0.204
10875	0.216
10925	0.208
10975	0.204
11025	0.200
11075	0.188
11125	0.176
11175	0.168
11225	0.172
11275	0.172
11325	0.176
11375	0.204
11425	0.208
11475	0.196
11525	0.188
11575	0.184
11625	0.148
11675	0.152
11725	0.180
11775	0.184
11825	0.184
11875	0.188
11925	0.204
11975	0.192
12025	0.204
12075	0.204
12125	0.228
12175	0.200
12225	0.196
12275	0.172
12325	0.180
12375	0.168
12425	0.200
12475	0.184
12525	0.208
12575	0.240
12625	0.252
12675	0.240
12725	0.268
12775	0.272
12825	0.264
12875	0.292
12925	0.328
12975	0.356
13025	0.376
13075	0.376
13125	0.344
13175	0.292
13225	0.300
13275	0.304
13325	0.312
13375	0.336
13425	0.376
13475	0.376
13525	0.352
13575	0.344
13625	0.300
13675	0.288
13725	0.260
13775	0.248
13825	0.228
13875	0.252
13925	0.232
13975	0.224
14025	0.240
14075	0.248
14125	0.244
14175	0.256
14225	0.252
14275	0.228
14325	0.236
14375	0.276
14425	0.320
14475	0.336
14525	0.344
14575	0.316
14625	0.272
14675	0.228
14725	0.188
14775	0.184
14825	0.180
14875	0.156
14925	0.168
14975	0.244
15025	0.228
15075	0.268
15125	0.292
15175	0.272
15225	0.216
15275	0.244
15325	0.228
15375	0.204
15425	0.192
15475	0.204
15525	0.184
15575	0.204
15625	0.244
15675	0.268
15725	0.264
15775	0.288
15825	0.272
15875	0.316
15925	0.320
15975	0.332
16025	0.340
16075	0.352
16125	0.316
16175	0.340
16225	0.368
16275	0.376
16325	0.360
16375	0.336
16425	0.292
16475	0.244
16525	0.232
16575	0.272
16625	0.288
16675	0.304
16725	0.336
16775	0.324
16825	0.296
16875	0.276
16925	0.264
16975	0.232
17025	0.240
17075	0.228
17125	0.212
17175	0.228
17225	0.240
17275	0.240
17325	0.232
17375	0.260
17425	0.264
17475	0.272
17525	0.264
17575	0.264
17625	0.252
17675	0.268
17725	0.232
17775	0.220
17825	0.284
17875	0.292
17925	0.276
17975	0.308
18025	0.324
18075	0.272
18125	0.288
18175	0.312
18225	0.304
18275	0.304
18325	0.288
18375	0.280
18425	0.244
18475	0.272
18525	0.276
18575	0.296
18625	0.288
18675	0.284
18725	0.252
18775	0.240
18825	0.228
18875	0.224
18925	0.228
18975	0.212
19025	0.208
19075	0.244
19125	0.256
19175	0.272
19225	0.288
19275	0.316
19325	0.304
19375	0.304
19425	0.280
19475	0.276
19525	0.256
19575	0.240
19625	0.220
19675	0.208
19725	0.232
19775	0.232
19825	0.212
19875	0.248
19925	0.264
19975	0.252
20025	0.272
20075	0.296
20125	0.280
20175	0.284
20225	0.288
20275	0.236
20325	0.244
20375	0.248
20425	0.264
20475	0.256
20525	0.284
20575	0.308
20625	0.344
20675	0.340
20725	0.352
20775	0.376
20825	0.324
20875	0.312
20925	0.312
20975	0.344
21025	0.312
21075	0.320
21125	0.276
21175	0.264
21225	0.244
21275	0.220
21325	0.204
21375	0.208
21425	0.204
21475	0.148
21525	0.208
21575	0.264
21625	0.260
21675	0.296
21725	0.304
21775	0.264
21825	0.216
21875	0.204
21925	0.140
21975	0.136
22025	0.128
22075	0.100
22125	0.116
22175	0.132
22225	0.164
22275	0.172
22325	0.192
22375	0.180
22425	0.180
22475	0.156
22525	0.160
22575	0.148
22625	0.144
22675	0.140
22725	0.152
22775	0.152
22825	0.156
22875	0.152
22925	0.160
22975	0.148
23025	0.148
23075	0.168
23125	0.180
23175	0.184
23225	0.196
23275	0.252
23325	0.256
23375	0.248
23425	0.280
23475	0.308
23525	0.252
23575	0.268
23625	0.308
23675	0.280
23725	0.260
23775	0.316
23825	0.304
23875	0.264
23925	0.228
23975	0.192
24025	0.128
24075	0.100
24125	0.088
24175	0.132
24225	0.188
24275	0.204
24325	0.212
24375	0.212
24425	0.176
24475	0.128
24525	0.100
24575	0.108
24625	0.136
24675	0.136
24725	0.156
24775	0.184
24825	0.188
24875	0.164
24925	0.164
24975	0.172
25025	0.160
25075	0.172
25125	0.188
25175	0.240
25225	0.232
25275	0.244
25325	0.224
25375	0.248
25425	0.248
25475	0.276
25525	0.260
25575	0.260
25625	0.248
