Position	Percent G+C 1 .. 105148
125	0.108
175	0.140
225	0.148
275	0.176
325	0.192
375	0.152
425	0.140
475	0.136
525	0.132
575	0.120
625	0.128
675	0.132
725	0.140
775	0.124
825	0.140
875	0.148
925	0.124
975	0.108
1025	0.100
1075	0.072
1125	0.064
1175	0.072
1225	0.072
1275	0.072
1325	0.088
1375	0.104
1425	0.112
1475	0.144
1525	0.180
1575	0.200
1625	0.232
1675	0.264
1725	0.264
1775	0.228
1825	0.180
1875	0.120
1925	0.068
1975	0.044
2025	0.044
2075	0.044
2125	0.036
2175	0.064
2225	0.048
2275	0.044
2325	0.064
2375	0.112
2425	0.184
2475	0.312
2525	0.412
2575	0.500
2625	0.544
2675	0.536
2725	0.532
2775	0.528
2825	0.520
2875	0.548
2925	0.584
2975	0.576
3025	0.576
3075	0.596
3125	0.580
3175	0.568
3225	0.572
3275	0.568
3325	0.568
3375	0.560
3425	0.548
3475	0.544
3525	0.556
3575	0.560
3625	0.560
3675	0.564
3725	0.568
3775	0.556
3825	0.536
3875	0.548
3925	0.528
3975	0.508
4025	0.520
4075	0.524
4125	0.512
4175	0.524
4225	0.508
4275	0.476
4325	0.468
4375	0.496
4425	0.488
4475	0.504
4525	0.504
4575	0.500
4625	0.448
4675	0.460
4725	0.472
4775	0.500
4825	0.528
4875	0.560
4925	0.560
4975	0.552
5025	0.544
5075	0.520
5125	0.516
5175	0.512
5225	0.512
5275	0.524
5325	0.516
5375	0.508
5425	0.508
5475	0.504
5525	0.492
5575	0.476
5625	0.480
5675	0.500
5725	0.496
5775	0.492
5825	0.520
5875	0.524
5925	0.492
5975	0.504
6025	0.512
6075	0.528
6125	0.532
6175	0.544
6225	0.532
6275	0.516
6325	0.492
6375	0.476
6425	0.456
6475	0.480
6525	0.512
6575	0.512
6625	0.532
6675	0.540
6725	0.516
6775	0.488
6825	0.508
6875	0.488
6925	0.496
6975	0.496
7025	0.504
7075	0.480
7125	0.484
7175	0.472
7225	0.480
7275	0.472
7325	0.476
7375	0.464
7425	0.480
7475	0.484
7525	0.480
7575	0.468
7625	0.508
7675	0.504
7725	0.524
7775	0.548
7825	0.556
7875	0.536
7925	0.540
7975	0.524
8025	0.512
8075	0.540
8125	0.528
8175	0.540
8225	0.536
8275	0.540
8325	0.536
8375	0.548
8425	0.532
8475	0.528
8525	0.528
8575	0.520
8625	0.524
8675	0.532
8725	0.544
8775	0.548
8825	0.540
8875	0.532
8925	0.536
8975	0.512
9025	0.528
9075	0.540
9125	0.552
9175	0.544
9225	0.548
9275	0.540
9325	0.540
9375	0.532
9425	0.532
9475	0.540
9525	0.524
9575	0.500
9625	0.508
9675	0.528
9725	0.556
9775	0.568
9825	0.572
9875	0.568
9925	0.552
9975	0.536
10025	0.528
10075	0.564
10125	0.560
10175	0.576
10225	0.592
10275	0.596
10325	0.580
10375	0.604
10425	0.616
10475	0.600
10525	0.628
10575	0.632
10625	0.632
10675	0.628
10725	0.632
10775	0.616
10825	0.628
10875	0.616
10925	0.600
10975	0.604
11025	0.612
11075	0.588
11125	0.592
11175	0.564
11225	0.548
11275	0.504
11325	0.496
11375	0.484
11425	0.492
11475	0.496
11525	0.524
11575	0.520
11625	0.540
11675	0.552
11725	0.540
11775	0.544
11825	0.592
11875	0.576
11925	0.588
11975	0.596
12025	0.588
12075	0.572
12125	0.584
12175	0.576
12225	0.596
12275	0.596
12325	0.572
12375	0.564
12425	0.548
12475	0.496
12525	0.508
12575	0.528
12625	0.528
12675	0.548
12725	0.564
12775	0.548
12825	0.548
12875	0.512
12925	0.480
12975	0.500
13025	0.488
13075	0.476
13125	0.492
13175	0.504
13225	0.496
13275	0.516
13325	0.500
13375	0.512
13425	0.484
13475	0.472
13525	0.464
13575	0.464
13625	0.464
13675	0.496
13725	0.540
13775	0.524
13825	0.528
13875	0.516
13925	0.532
13975	0.492
14025	0.488
14075	0.524
14125	0.540
14175	0.552
14225	0.552
14275	0.564
14325	0.504
14375	0.504
14425	0.452
14475	0.444
14525	0.476
14575	0.516
14625	0.488
14675	0.520
14725	0.540
14775	0.520
14825	0.552
14875	0.568
14925	0.576
14975	0.624
15025	0.640
15075	0.652
15125	0.708
15175	0.708
15225	0.652
15275	0.644
15325	0.608
15375	0.568
15425	0.552
15475	0.564
15525	0.572
15575	0.536
15625	0.540
15675	0.560
15725	0.564
15775	0.544
15825	0.588
15875	0.584
15925	0.592
15975	0.604
16025	0.612
16075	0.588
16125	0.572
16175	0.544
16225	0.520
16275	0.508
16325	0.512
16375	0.508
16425	0.524
16475	0.512
16525	0.516
16575	0.496
16625	0.472
16675	0.436
16725	0.452
16775	0.444
16825	0.492
16875	0.548
16925	0.580
16975	0.604
17025	0.596
17075	0.560
17125	0.552
17175	0.520
17225	0.520
17275	0.516
17325	0.520
17375	0.500
17425	0.548
17475	0.560
17525	0.612
17575	0.620
17625	0.608
17675	0.588
17725	0.528
17775	0.460
17825	0.432
17875	0.400
17925	0.372
17975	0.352
18025	0.380
18075	0.372
18125	0.416
18175	0.440
18225	0.488
18275	0.512
18325	0.536
18375	0.552
18425	0.568
18475	0.576
18525	0.592
18575	0.608
18625	0.604
18675	0.608
18725	0.600
18775	0.596
18825	0.604
18875	0.612
18925	0.600
18975	0.616
19025	0.608
19075	0.620
19125	0.644
19175	0.680
19225	0.664
19275	0.664
19325	0.636
19375	0.616
19425	0.580
19475	0.588
19525	0.540
19575	0.544
19625	0.532
19675	0.536
19725	0.556
19775	0.616
19825	0.616
19875	0.640
19925	0.668
19975	0.672
20025	0.692
20075	0.700
20125	0.680
20175	0.636
20225	0.600
20275	0.544
20325	0.524
20375	0.488
20425	0.488
20475	0.508
20525	0.504
20575	0.520
20625	0.548
20675	0.576
20725	0.536
20775	0.556
20825	0.504
20875	0.444
20925	0.336
20975	0.256
21025	0.204
21075	0.232
21125	0.288
21175	0.388
21225	0.488
21275	0.552
21325	0.552
21375	0.568
21425	0.532
21475	0.532
21525	0.524
21575	0.540
21625	0.524
21675	0.568
21725	0.568
21775	0.572
21825	0.568
21875	0.540
21925	0.524
21975	0.500
22025	0.476
22075	0.472
22125	0.512
22175	0.496
22225	0.484
22275	0.468
22325	0.468
22375	0.440
22425	0.448
22475	0.484
22525	0.520
22575	0.520
22625	0.532
22675	0.556
22725	0.548
22775	0.520
22825	0.508
22875	0.544
22925	0.492
22975	0.508
23025	0.520
23075	0.536
23125	0.504
23175	0.528
23225	0.516
23275	0.516
23325	0.512
23375	0.524
23425	0.512
23475	0.504
23525	0.524
23575	0.512
23625	0.496
23675	0.508
23725	0.532
23775	0.524
23825	0.572
23875	0.576
23925	0.604
23975	0.600
24025	0.588
24075	0.564
24125	0.576
24175	0.576
24225	0.556
24275	0.552
24325	0.536
24375	0.516
24425	0.496
24475	0.508
24525	0.528
24575	0.552
24625	0.568
24675	0.560
24725	0.540
24775	0.540
24825	0.504
24875	0.504
24925	0.528
24975	0.576
25025	0.580
25075	0.632
25125	0.648
25175	0.624
25225	0.608
25275	0.620
25325	0.620
25375	0.588
25425	0.608
25475	0.596
25525	0.588
25575	0.540
25625	0.544
25675	0.532
25725	0.504
25775	0.476
25825	0.472
25875	0.448
25925	0.444
25975	0.468
26025	0.472
26075	0.496
26125	0.544
26175	0.560
26225	0.568
26275	0.576
26325	0.588
26375	0.588
26425	0.576
26475	0.600
26525	0.604
26575	0.584
26625	0.580
26675	0.572
26725	0.540
26775	0.540
26825	0.560
26875	0.516
26925	0.520
26975	0.520
27025	0.500
27075	0.460
27125	0.452
27175	0.424
27225	0.428
27275	0.444
27325	0.492
27375	0.532
27425	0.596
27475	0.584
27525	0.604
27575	0.560
27625	0.576
27675	0.564
27725	0.556
27775	0.536
27825	0.576
27875	0.568
27925	0.556
27975	0.572
28025	0.564
28075	0.564
28125	0.556
28175	0.544
28225	0.540
28275	0.528
28325	0.512
28375	0.512
28425	0.496
28475	0.496
28525	0.488
28575	0.492
28625	0.484
28675	0.500
28725	0.492
28775	0.516
28825	0.508
28875	0.464
28925	0.444
28975	0.456
29025	0.464
29075	0.452
29125	0.492
29175	0.452
29225	0.436
29275	0.436
29325	0.448
29375	0.468
29425	0.524
29475	0.552
29525	0.532
29575	0.520
29625	0.496
29675	0.524
29725	0.524
29775	0.532
29825	0.548
29875	0.548
29925	0.528
29975	0.536
30025	0.524
30075	0.512
30125	0.516
30175	0.500
30225	0.468
30275	0.488
30325	0.480
30375	0.492
30425	0.480
30475	0.500
30525	0.516
30575	0.528
30625	0.536
30675	0.556
30725	0.556
30775	0.536
30825	0.556
30875	0.540
30925	0.540
30975	0.528
31025	0.524
31075	0.504
31125	0.492
31175	0.488
31225	0.480
31275	0.472
31325	0.484
31375	0.512
31425	0.532
31475	0.564
31525	0.572
31575	0.556
31625	0.544
31675	0.564
31725	0.524
31775	0.520
31825	0.524
31875	0.540
31925	0.496
31975	0.524
32025	0.540
32075	0.544
32125	0.528
32175	0.540
32225	0.540
32275	0.536
32325	0.548
32375	0.552
32425	0.564
32475	0.596
32525	0.612
32575	0.616
32625	0.632
32675	0.612
32725	0.624
32775	0.620
32825	0.620
32875	0.636
32925	0.680
32975	0.640
33025	0.660
33075	0.636
33125	0.608
33175	0.576
33225	0.528
33275	0.472
33325	0.456
33375	0.428
33425	0.420
33475	0.436
33525	0.440
33575	0.444
33625	0.496
33675	0.524
33725	0.548
33775	0.580
33825	0.608
33875	0.596
33925	0.620
33975	0.620
34025	0.612
34075	0.600
34125	0.588
34175	0.560
34225	0.592
34275	0.584
34325	0.620
34375	0.636
34425	0.632
34475	0.620
34525	0.600
34575	0.580
34625	0.592
34675	0.596
34725	0.588
34775	0.616
34825	0.620
34875	0.612
34925	0.624
34975	0.632
35025	0.624
35075	0.624
35125	0.596
35175	0.572
35225	0.568
35275	0.588
35325	0.580
35375	0.596
35425	0.616
35475	0.600
35525	0.588
35575	0.592
35625	0.580
35675	0.576
35725	0.564
35775	0.572
35825	0.572
35875	0.580
35925	0.596
35975	0.640
36025	0.636
36075	0.636
36125	0.660
36175	0.636
36225	0.620
36275	0.628
36325	0.656
36375	0.648
36425	0.684
36475	0.692
36525	0.708
36575	0.716
36625	0.692
36675	0.672
36725	0.652
36775	0.644
36825	0.612
36875	0.600
36925	0.588
36975	0.588
37025	0.528
37075	0.508
37125	0.512
37175	0.480
37225	0.456
37275	0.496
37325	0.488
37375	0.508
37425	0.536
37475	0.556
37525	0.556
37575	0.540
37625	0.496
37675	0.472
37725	0.460
37775	0.476
37825	0.508
37875	0.556
37925	0.572
37975	0.584
38025	0.576
38075	0.604
38125	0.624
38175	0.644
38225	0.672
38275	0.672
38325	0.636
38375	0.600
38425	0.604
38475	0.592
38525	0.584
38575	0.600
38625	0.620
38675	0.596
38725	0.608
38775	0.612
38825	0.580
38875	0.544
38925	0.568
38975	0.564
39025	0.552
39075	0.572
39125	0.596
39175	0.564
39225	0.536
39275	0.508
39325	0.484
39375	0.460
39425	0.448
39475	0.444
39525	0.440
39575	0.432
39625	0.420
39675	0.400
39725	0.412
39775	0.436
39825	0.488
39875	0.540
39925	0.600
39975	0.592
40025	0.608
40075	0.576
40125	0.540
40175	0.516
40225	0.516
40275	0.512
40325	0.508
40375	0.484
40425	0.484
40475	0.488
40525	0.488
40575	0.488
40625	0.532
40675	0.528
40725	0.512
40775	0.480
40825	0.520
40875	0.508
40925	0.488
40975	0.480
41025	0.484
41075	0.460
41125	0.476
41175	0.476
41225	0.456
41275	0.456
41325	0.412
41375	0.376
41425	0.392
41475	0.468
41525	0.492
41575	0.552
41625	0.620
41675	0.628
41725	0.604
41775	0.624
41825	0.624
41875	0.588
41925	0.596
41975	0.608
42025	0.584
42075	0.556
42125	0.576
42175	0.580
42225	0.576
42275	0.592
42325	0.612
42375	0.596
42425	0.596
42475	0.612
42525	0.592
42575	0.620
42625	0.620
42675	0.644
42725	0.632
42775	0.672
42825	0.672
42875	0.684
42925	0.688
42975	0.676
43025	0.632
43075	0.596
43125	0.556
43175	0.520
43225	0.512
43275	0.524
43325	0.544
43375	0.520
43425	0.496
43475	0.484
43525	0.484
43575	0.460
43625	0.516
43675	0.560
43725	0.588
43775	0.600
43825	0.612
43875	0.632
43925	0.636
43975	0.608
44025	0.604
44075	0.620
44125	0.600
44175	0.576
44225	0.600
44275	0.604
44325	0.592
44375	0.588
44425	0.596
44475	0.588
44525	0.556
44575	0.548
44625	0.540
44675	0.552
44725	0.552
44775	0.568
44825	0.564
44875	0.564
44925	0.544
44975	0.560
45025	0.556
45075	0.572
45125	0.564
45175	0.584
45225	0.544
45275	0.568
45325	0.564
45375	0.560
45425	0.536
45475	0.568
45525	0.572
45575	0.596
45625	0.640
45675	0.632
45725	0.640
45775	0.640
45825	0.620
45875	0.608
45925	0.640
45975	0.664
46025	0.656
46075	0.660
46125	0.652
46175	0.628
46225	0.604
46275	0.608
46325	0.628
46375	0.632
46425	0.652
46475	0.648
46525	0.632
46575	0.596
46625	0.588
46675	0.584
46725	0.584
46775	0.592
46825	0.600
46875	0.588
46925	0.596
46975	0.576
47025	0.568
47075	0.596
47125	0.612
47175	0.604
47225	0.616
47275	0.644
47325	0.608
47375	0.624
47425	0.640
47475	0.652
47525	0.636
47575	0.644
47625	0.624
47675	0.616
47725	0.592
47775	0.580
47825	0.584
47875	0.592
47925	0.612
47975	0.640
48025	0.660
48075	0.644
48125	0.628
48175	0.576
48225	0.580
48275	0.592
48325	0.608
48375	0.620
48425	0.664
48475	0.656
48525	0.644
48575	0.664
48625	0.668
48675	0.644
48725	0.640
48775	0.648
48825	0.656
48875	0.648
48925	0.588
48975	0.572
49025	0.516
49075	0.440
49125	0.408
49175	0.452
49225	0.432
49275	0.444
49325	0.476
49375	0.508
49425	0.532
49475	0.552
49525	0.540
49575	0.536
49625	0.496
49675	0.444
49725	0.424
49775	0.440
49825	0.480
49875	0.524
