Position	Percent G+C 1 .. 4905648
125	0.460
175	0.452
225	0.452
275	0.412
325	0.364
375	0.320
425	0.312
475	0.324
525	0.364
575	0.368
625	0.396
675	0.436
725	0.424
775	0.432
825	0.456
875	0.436
925	0.384
975	0.400
1025	0.356
1075	0.332
1125	0.352
1175	0.372
1225	0.348
1275	0.388
1325	0.408
1375	0.388
1425	0.380
1475	0.356
1525	0.308
1575	0.308
1625	0.316
1675	0.328
1725	0.348
1775	0.388
1825	0.388
1875	0.372
1925	0.356
1975	0.372
2025	0.384
2075	0.376
2125	0.380
2175	0.376
2225	0.372
2275	0.376
2325	0.408
2375	0.440
2425	0.492
2475	0.492
2525	0.476
2575	0.452
2625	0.428
2675	0.328
2725	0.284
2775	0.204
2825	0.148
2875	0.088
2925	0.104
2975	0.104
3025	0.144
3075	0.140
3125	0.136
3175	0.136
3225	0.152
3275	0.156
3325	0.164
3375	0.204
3425	0.256
3475	0.284
3525	0.300
3575	0.380
3625	0.388
3675	0.376
3725	0.364
3775	0.376
3825	0.380
3875	0.424
3925	0.468
3975	0.528
4025	0.556
4075	0.548
4125	0.548
4175	0.532
4225	0.528
4275	0.524
4325	0.516
4375	0.520
4425	0.536
4475	0.516
4525	0.532
4575	0.536
4625	0.536
4675	0.520
4725	0.508
4775	0.476
4825	0.448
4875	0.396
4925	0.400
4975	0.416
5025	0.432
5075	0.464
5125	0.516
5175	0.540
5225	0.560
5275	0.564
5325	0.572
5375	0.544
5425	0.528
5475	0.504
5525	0.496
5575	0.468
5625	0.492
5675	0.504
5725	0.508
5775	0.516
5825	0.508
5875	0.488
5925	0.440
5975	0.436
6025	0.404
6075	0.368
6125	0.336
6175	0.348
6225	0.336
6275	0.352
6325	0.376
6375	0.392
6425	0.424
6475	0.448
6525	0.452
6575	0.476
6625	0.504
6675	0.496
6725	0.484
6775	0.492
6825	0.520
6875	0.516
6925	0.504
6975	0.536
7025	0.552
7075	0.548
7125	0.588
7175	0.604
7225	0.580
7275	0.548
7325	0.552
7375	0.544
7425	0.524
7475	0.528
7525	0.560
7575	0.572
7625	0.548
7675	0.580
7725	0.564
7775	0.560
7825	0.516
7875	0.528
7925	0.508
7975	0.516
8025	0.540
8075	0.544
8125	0.540
8175	0.552
8225	0.544
8275	0.496
8325	0.504
8375	0.504
8425	0.496
8475	0.492
8525	0.504
8575	0.512
8625	0.532
8675	0.532
8725	0.544
8775	0.560
8825	0.532
8875	0.496
8925	0.500
8975	0.496
9025	0.496
9075	0.496
9125	0.528
9175	0.508
9225	0.508
9275	0.476
9325	0.480
9375	0.460
9425	0.448
9475	0.452
9525	0.492
9575	0.528
9625	0.540
9675	0.536
9725	0.528
9775	0.500
9825	0.444
9875	0.416
9925	0.436
9975	0.432
10025	0.424
10075	0.444
10125	0.428
10175	0.428
10225	0.424
10275	0.444
10325	0.456
10375	0.452
10425	0.424
10475	0.440
10525	0.416
10575	0.400
10625	0.432
10675	0.452
10725	0.468
10775	0.496
10825	0.512
10875	0.544
10925	0.552
10975	0.540
11025	0.528
11075	0.520
11125	0.488
11175	0.492
11225	0.492
11275	0.480
11325	0.480
11375	0.472
11425	0.468
11475	0.440
11525	0.456
11575	0.456
11625	0.468
11675	0.468
11725	0.500
11775	0.492
11825	0.512
11875	0.544
11925	0.520
11975	0.488
12025	0.452
12075	0.416
12125	0.376
12175	0.388
12225	0.420
12275	0.452
12325	0.444
12375	0.428
12425	0.416
12475	0.404
12525	0.404
12575	0.396
12625	0.396
12675	0.404
12725	0.380
12775	0.360
12825	0.428
12875	0.440
12925	0.468
12975	0.488
13025	0.520
13075	0.508
13125	0.528
13175	0.524
13225	0.544
13275	0.540
13325	0.516
13375	0.512
13425	0.512
13475	0.492
13525	0.472
13575	0.504
13625	0.488
13675	0.496
13725	0.488
13775	0.500
13825	0.484
13875	0.512
13925	0.484
13975	0.456
14025	0.416
14075	0.340
14125	0.268
14175	0.208
14225	0.180
14275	0.180
14325	0.208
14375	0.232
14425	0.248
14475	0.256
14525	0.248
14575	0.216
14625	0.160
14675	0.144
14725	0.132
14775	0.128
14825	0.160
14875	0.176
14925	0.196
14975	0.184
15025	0.168
15075	0.152
15125	0.156
15175	0.180
15225	0.212
15275	0.232
15325	0.252
15375	0.272
15425	0.276
15475	0.280
15525	0.280
15575	0.284
15625	0.276
15675	0.220
15725	0.224
15775	0.228
15825	0.232
15875	0.252
15925	0.280
15975	0.264
16025	0.304
16075	0.284
16125	0.272
16175	0.284
16225	0.284
16275	0.216
16325	0.236
16375	0.220
16425	0.200
16475	0.216
16525	0.244
16575	0.220
16625	0.280
16675	0.276
16725	0.276
16775	0.264
16825	0.276
16875	0.212
16925	0.220
16975	0.216
17025	0.220
17075	0.208
17125	0.228
17175	0.232
17225	0.232
17275	0.228
17325	0.228
17375	0.208
17425	0.200
17475	0.200
17525	0.204
17575	0.192
17625	0.212
17675	0.216
17725	0.204
17775	0.200
17825	0.200
17875	0.200
17925	0.204
17975	0.188
18025	0.220
18075	0.224
18125	0.212
18175	0.212
18225	0.228
18275	0.192
18325	0.224
18375	0.224
18425	0.224
18475	0.228
18525	0.248
18575	0.244
18625	0.252
18675	0.232
18725	0.240
18775	0.228
18825	0.184
18875	0.172
18925	0.184
18975	0.196
19025	0.212
19075	0.240
19125	0.284
19175	0.304
19225	0.296
19275	0.308
19325	0.312
19375	0.264
19425	0.268
19475	0.256
19525	0.220
19575	0.232
19625	0.268
19675	0.256
19725	0.328
19775	0.388
19825	0.388
19875	0.356
19925	0.344
19975	0.268
20025	0.208
20075	0.180
20125	0.200
20175	0.236
20225	0.260
20275	0.292
20325	0.296
20375	0.276
20425	0.280
20475	0.264
20525	0.228
20575	0.228
20625	0.236
20675	0.216
20725	0.248
20775	0.296
20825	0.344
20875	0.408
20925	0.396
20975	0.372
21025	0.348
21075	0.344
21125	0.248
21175	0.240
21225	0.240
21275	0.236
21325	0.184
21375	0.192
21425	0.172
21475	0.156
21525	0.148
21575	0.136
21625	0.148
21675	0.176
21725	0.172
21775	0.156
21825	0.172
21875	0.152
21925	0.156
21975	0.152
22025	0.160
22075	0.148
22125	0.172
22175	0.156
22225	0.160
22275	0.160
22325	0.184
22375	0.184
22425	0.196
22475	0.228
22525	0.240
22575	0.236
22625	0.264
22675	0.292
22725	0.320
22775	0.368
22825	0.428
22875	0.472
22925	0.512
22975	0.520
23025	0.544
23075	0.524
23125	0.524
23175	0.520
23225	0.500
23275	0.492
23325	0.512
23375	0.508
23425	0.516
23475	0.532
23525	0.532
23575	0.508
23625	0.496
23675	0.468
23725	0.488
23775	0.476
23825	0.512
23875	0.532
23925	0.548
23975	0.524
24025	0.536
24075	0.516
24125	0.512
24175	0.492
24225	0.496
24275	0.452
24325	0.444
24375	0.424
24425	0.428
24475	0.392
24525	0.388
24575	0.408
24625	0.372
24675	0.356
24725	0.380
24775	0.408
24825	0.400
24875	0.440
24925	0.472
24975	0.488
25025	0.484
25075	0.476
25125	0.500
25175	0.484
25225	0.468
25275	0.488
25325	0.484
25375	0.464
25425	0.456
25475	0.456
25525	0.448
25575	0.400
25625	0.376
25675	0.356
25725	0.356
25775	0.328
25825	0.348
25875	0.328
25925	0.340
25975	0.332
26025	0.324
26075	0.352
26125	0.372
26175	0.356
26225	0.368
26275	0.396
26325	0.384
26375	0.368
26425	0.412
26475	0.428
26525	0.436
26575	0.408
26625	0.420
26675	0.408
26725	0.412
26775	0.424
26825	0.448
26875	0.452
26925	0.440
26975	0.416
27025	0.428
27075	0.440
27125	0.436
27175	0.424
27225	0.412
27275	0.364
27325	0.360
27375	0.352
27425	0.388
27475	0.388
27525	0.384
27575	0.364
27625	0.372
27675	0.352
27725	0.356
27775	0.376
27825	0.380
27875	0.404
27925	0.416
27975	0.436
28025	0.424
28075	0.416
28125	0.376
28175	0.328
28225	0.288
28275	0.272
28325	0.276
28375	0.252
28425	0.264
28475	0.292
28525	0.272
28575	0.288
28625	0.324
28675	0.316
28725	0.304
28775	0.308
28825	0.304
28875	0.328
28925	0.356
28975	0.360
29025	0.352
29075	0.304
29125	0.280
29175	0.264
29225	0.264
29275	0.280
29325	0.320
29375	0.320
29425	0.316
29475	0.336
29525	0.324
29575	0.344
29625	0.364
29675	0.388
29725	0.348
29775	0.396
29825	0.356
