28	0.000
10	0.004
30	0.008
30	0.012
50	0.016
62	0.020
70	0.024
93	0.028
114	0.032
161	0.036
225	0.040
238	0.044
332	0.048
407	0.052
477	0.056
604	0.060
691	0.064
824	0.068
881	0.072
1006	0.076
1058	0.080
1146	0.084
1184	0.088
1260	0.092
1247	0.096
1325	0.100
1344	0.104
1311	0.108
1309	0.112
1338	0.116
1261	0.120
1298	0.124
1327	0.128
1289	0.132
1300	0.136
1324	0.140
1205	0.144
1236	0.148
1124	0.152
1161	0.156
1095	0.160
1032	0.164
1029	0.168
1035	0.172
993	0.176
938	0.180
920	0.184
889	0.188
798	0.192
829	0.196
763	0.200
665	0.204
703	0.208
695	0.212
647	0.216
642	0.220
602	0.224
575	0.228
545	0.232
599	0.236
581	0.240
571	0.244
533	0.248
524	0.252
509	0.256
505	0.260
469	0.264
460	0.268
477	0.272
456	0.276
432	0.280
427	0.284
417	0.288
439	0.292
452	0.296
402	0.300
447	0.304
398	0.308
441	0.312
510	0.316
508	0.320
555	0.324
591	0.328
695	0.332
713	0.336
868	0.340
958	0.344
1132	0.348
1268	0.352
1553	0.356
1736	0.360
2054	0.364
2286	0.368
2795	0.372
3087	0.376
3400	0.380
3879	0.384
4472	0.388
4738	0.392
5469	0.396
5968	0.400
6643	0.404
7224	0.408
7914	0.412
8442	0.416
9222	0.420
10181	0.424
10871	0.428
11634	0.432
12331	0.436
12983	0.440
13743	0.444
14654	0.448
15458	0.452
16094	0.456
16812	0.460
17377	0.464
17975	0.468
18618	0.472
19194	0.476
19430	0.480
19927	0.484
20030	0.488
19978	0.492
20289	0.496
20175	0.500
20024	0.504
19840	0.508
19744	0.512
19362	0.516
18873	0.520
18349	0.524
17784	0.528
17220	0.532
16398	0.536
15611	0.540
14690	0.544
14104	0.548
13202	0.552
12619	0.556
11887	0.560
10776	0.564
10087	0.568
9150	0.572
8435	0.576
7696	0.580
7042	0.584
6470	0.588
5856	0.592
5325	0.596
4821	0.600
4252	0.604
3735	0.608
3318	0.612
2993	0.616
2603	0.620
2276	0.624
2019	0.628
1754	0.632
1526	0.636
1367	0.640
1251	0.644
1038	0.648
824	0.652
732	0.656
666	0.660
594	0.664
486	0.668
413	0.672
352	0.676
302	0.680
249	0.684
203	0.688
146	0.692
126	0.696
102	0.700
75	0.704
77	0.708
40	0.712
26	0.716
21	0.720
17	0.724
16	0.728
3	0.732
12	0.736
3	0.740
1	0.744
3	0.748
6	0.752
4	0.756
