Position	Percent G+C 1 .. 7587242
125	0.300
175	0.260
225	0.232
275	0.228
325	0.252
375	0.260
425	0.228
475	0.216
525	0.236
575	0.220
625	0.220
675	0.212
725	0.216
775	0.208
825	0.204
875	0.192
925	0.208
975	0.200
1025	0.200
1075	0.200
1125	0.204
1175	0.220
1225	0.220
1275	0.212
1325	0.224
1375	0.208
1425	0.208
1475	0.220
1525	0.216
1575	0.180
1625	0.168
1675	0.160
1725	0.152
1775	0.148
1825	0.176
1875	0.180
1925	0.176
1975	0.168
2025	0.180
2075	0.180
2125	0.196
2175	0.196
2225	0.212
2275	0.204
2325	0.184
2375	0.204
2425	0.208
2475	0.204
2525	0.216
2575	0.200
2625	0.180
2675	0.220
2725	0.264
2775	0.300
2825	0.352
2875	0.376
2925	0.376
2975	0.360
3025	0.368
3075	0.396
3125	0.428
3175	0.424
3225	0.388
3275	0.360
3325	0.312
3375	0.264
3425	0.240
3475	0.256
3525	0.264
3575	0.288
3625	0.344
3675	0.368
3725	0.384
3775	0.376
3825	0.344
3875	0.284
3925	0.252
3975	0.248
4025	0.256
4075	0.272
4125	0.296
4175	0.312
4225	0.320
4275	0.288
4325	0.284
4375	0.308
4425	0.312
4475	0.288
4525	0.288
4575	0.292
4625	0.256
4675	0.240
4725	0.248
4775	0.284
4825	0.300
4875	0.328
4925	0.336
4975	0.320
5025	0.312
5075	0.288
5125	0.260
5175	0.228
5225	0.216
5275	0.188
5325	0.216
5375	0.220
5425	0.248
5475	0.288
5525	0.308
5575	0.296
5625	0.316
5675	0.312
5725	0.300
5775	0.304
5825	0.304
5875	0.280
5925	0.292
5975	0.284
6025	0.276
6075	0.260
6125	0.244
6175	0.248
6225	0.252
6275	0.248
6325	0.268
6375	0.292
6425	0.288
6475	0.320
6525	0.336
6575	0.312
6625	0.308
6675	0.304
6725	0.248
6775	0.216
6825	0.220
6875	0.212
6925	0.228
6975	0.248
7025	0.280
7075	0.284
7125	0.292
7175	0.268
7225	0.268
7275	0.272
7325	0.304
7375	0.320
7425	0.316
7475	0.332
7525	0.356
7575	0.352
7625	0.360
7675	0.380
7725	0.392
7775	0.328
7825	0.312
7875	0.300
7925	0.332
7975	0.328
8025	0.352
8075	0.360
8125	0.352
8175	0.304
8225	0.320
8275	0.332
8325	0.340
8375	0.376
8425	0.384
8475	0.340
8525	0.344
8575	0.340
