Position	Percent G+C 1 .. 8022238
125	0.332
175	0.324
225	0.260
275	0.256
325	0.228
375	0.216
425	0.192
475	0.192
525	0.184
575	0.156
625	0.148
675	0.132
725	0.128
775	0.140
825	0.172
875	0.192
925	0.216
975	0.228
1025	0.212
1075	0.220
1125	0.248
1175	0.256
1225	0.248
1275	0.252
1325	0.240
1375	0.212
1425	0.220
1475	0.236
1525	0.248
1575	0.240
1625	0.232
1675	0.220
1725	0.224
1775	0.240
1825	0.236
1875	0.256
1925	0.236
1975	0.220
2025	0.208
2075	0.200
2125	0.192
2175	0.236
2225	0.248
2275	0.256
2325	0.304
2375	0.328
2425	0.328
2475	0.340
2525	0.348
2575	0.308
2625	0.272
2675	0.248
2725	0.236
2775	0.224
2825	0.252
2875	0.256
2925	0.260
2975	0.272
3025	0.296
3075	0.288
3125	0.268
3175	0.252
3225	0.228
3275	0.184
3325	0.148
3375	0.168
3425	0.256
3475	0.292
3525	0.316
3575	0.396
3625	0.412
3675	0.364
3725	0.396
3775	0.424
3825	0.424
3875	0.440
3925	0.464
3975	0.456
4025	0.480
4075	0.488
4125	0.500
4175	0.496
4225	0.484
4275	0.476
4325	0.464
4375	0.468
4425	0.472
4475	0.504
4525	0.500
4575	0.520
4625	0.528
4675	0.524
4725	0.488
4775	0.468
4825	0.460
4875	0.464
4925	0.464
4975	0.472
5025	0.496
5075	0.460
5125	0.404
5175	0.384
5225	0.428
5275	0.372
5325	0.348
5375	0.360
5425	0.340
5475	0.264
5525	0.272
5575	0.296
5625	0.296
5675	0.316
5725	0.348
5775	0.328
5825	0.320
5875	0.304
5925	0.276
5975	0.228
6025	0.220
6075	0.192
6125	0.192
6175	0.208
6225	0.224
6275	0.268
6325	0.276
6375	0.292
6425	0.304
6475	0.304
6525	0.280
6575	0.304
6625	0.292
6675	0.256
6725	0.244
6775	0.212
6825	0.200
6875	0.184
6925	0.188
6975	0.212
7025	0.276
7075	0.312
7125	0.356
7175	0.368
7225	0.344
7275	0.332
7325	0.324
7375	0.316
7425	0.288
7475	0.276
7525	0.296
7575	0.276
7625	0.264
7675	0.280
7725	0.356
7775	0.356
7825	0.380
7875	0.388
7925	0.404
7975	0.332
8025	0.272
8075	0.240
8125	0.228
8175	0.244
8225	0.252
8275	0.276
8325	0.316
8375	0.316
8425	0.296
8475	0.320
8525	0.328
8575	0.280
8625	0.264
8675	0.248
8725	0.224
8775	0.204
8825	0.248
8875	0.296
8925	0.300
8975	0.348
9025	0.376
9075	0.324
9125	0.288
9175	0.300
9225	0.260
9275	0.256
9325	0.284
9375	0.324
9425	0.340
9475	0.380
9525	0.376
9575	0.388
9625	0.368
9675	0.372
9725	0.352
9775	0.332
9825	0.312
9875	0.288
9925	0.248
9975	0.240
10025	0.284
10075	0.324
10125	0.328
10175	0.336
10225	0.340
10275	0.324
10325	0.280
10375	0.284
10425	0.296
10475	0.308
10525	0.288
10575	0.300
10625	0.292
10675	0.308
10725	0.288
10775	0.288
10825	0.276
10875	0.256
10925	0.244
10975	0.248
11025	0.268
11075	0.280
11125	0.308
11175	0.296
11225	0.268
11275	0.280
11325	0.260
11375	0.284
11425	0.288
11475	0.332
11525	0.320
11575	0.348
11625	0.320
11675	0.320
11725	0.300
11775	0.292
11825	0.296
11875	0.320
11925	0.332
11975	0.380
12025	0.392
12075	0.396
12125	0.380
12175	0.372
12225	0.352
12275	0.348
12325	0.336
12375	0.348
12425	0.384
12475	0.364
12525	0.352
12575	0.368
12625	0.340
12675	0.308
12725	0.324
12775	0.336
12825	0.308
12875	0.336
12925	0.332
12975	0.332
13025	0.336
13075	0.344
13125	0.340
13175	0.348
13225	0.328
13275	0.316
13325	0.312
13375	0.300
13425	0.328
13475	0.304
13525	0.296
13575	0.256
13625	0.232
13675	0.184
13725	0.196
13775	0.172
13825	0.180
13875	0.212
13925	0.196
13975	0.172
14025	0.176
14075	0.172
14125	0.120
14175	0.112
14225	0.120
14275	0.120
14325	0.124
14375	0.164
14425	0.212
14475	0.224
14525	0.248
14575	0.296
14625	0.276
14675	0.240
14725	0.240
14775	0.232
14825	0.204
14875	0.220
14925	0.224
14975	0.228
15025	0.256
15075	0.268
15125	0.272
15175	0.300
15225	0.284
15275	0.236
15325	0.228
15375	0.244
15425	0.276
15475	0.292
15525	0.296
15575	0.272
15625	0.260
15675	0.204
15725	0.196
15775	0.188
15825	0.232
15875	0.244
15925	0.264
15975	0.296
16025	0.392
16075	0.428
16125	0.436
16175	0.452
16225	0.436
16275	0.384
16325	0.312
16375	0.292
16425	0.292
16475	0.308
16525	0.308
16575	0.300
16625	0.348
16675	0.332
16725	0.312
16775	0.316
16825	0.336
16875	0.304
16925	0.288
16975	0.284
17025	0.248
17075	0.248
17125	0.264
17175	0.300
17225	0.296
17275	0.340
17325	0.384
17375	0.344
17425	0.316
17475	0.332
17525	0.296
17575	0.256
17625	0.284
17675	0.316
17725	0.328
17775	0.364
17825	0.392
17875	0.384
17925	0.368
17975	0.348
18025	0.328
18075	0.312
18125	0.308
18175	0.280
18225	0.288
18275	0.280
18325	0.300
18375	0.332
18425	0.376
18475	0.388
18525	0.396
18575	0.384
18625	0.340
18675	0.340
18725	0.320
18775	0.312
18825	0.284
18875	0.316
18925	0.292
18975	0.300
19025	0.324
19075	0.340
19125	0.324
19175	0.304
19225	0.296
19275	0.276
19325	0.272
19375	0.284
19425	0.316
19475	0.328
19525	0.312
19575	0.312
19625	0.292
19675	0.256
19725	0.260
19775	0.324
19825	0.380
