Position	Percent G+C 1 .. 1741979
125	0.060
175	0.068
225	0.120
275	0.180
325	0.232
375	0.256
425	0.336
475	0.340
525	0.348
575	0.328
625	0.320
675	0.288
725	0.248
775	0.176
825	0.144
875	0.084
925	0.020
975	0.000
1025	0.000
1075	0.000
1125	0.000
1175	0.000
1225	0.008
1275	0.012
1325	0.012
1375	0.016
1425	0.020
1475	0.024
1525	0.036
1575	0.052
1625	0.104
1675	0.208
1725	0.308
1775	0.360
1825	0.456
1875	0.480
1925	0.468
1975	0.460
2025	0.468
2075	0.452
2125	0.464
2175	0.468
2225	0.484
2275	0.516
2325	0.504
2375	0.524
2425	0.536
2475	0.504
2525	0.500
2575	0.496
2625	0.440
2675	0.404
2725	0.392
2775	0.388
2825	0.408
2875	0.440
2925	0.464
2975	0.492
3025	0.492
3075	0.488
3125	0.496
3175	0.504
3225	0.480
3275	0.472
3325	0.484
3375	0.492
3425	0.464
3475	0.508
3525	0.500
3575	0.464
3625	0.468
3675	0.492
3725	0.448
3775	0.460
3825	0.504
3875	0.484
3925	0.484
3975	0.496
4025	0.508
4075	0.480
4125	0.480
4175	0.476
4225	0.460
4275	0.456
4325	0.452
4375	0.464
4425	0.456
4475	0.480
4525	0.468
4575	0.508
4625	0.496
4675	0.484
4725	0.460
4775	0.460
4825	0.420
4875	0.444
4925	0.452
4975	0.460
5025	0.456
5075	0.468
5125	0.456
5175	0.468
5225	0.460
5275	0.472
5325	0.464
5375	0.448
5425	0.464
5475	0.496
5525	0.496
5575	0.524
5625	0.556
5675	0.544
5725	0.544
5775	0.528
5825	0.476
5875	0.412
5925	0.388
5975	0.352
6025	0.332
6075	0.336
6125	0.372
6175	0.364
6225	0.372
6275	0.408
6325	0.440
6375	0.452
6425	0.484
6475	0.520
6525	0.528
6575	0.556
6625	0.572
6675	0.544
6725	0.536
6775	0.516
6825	0.492
6875	0.468
6925	0.492
6975	0.488
7025	0.476
7075	0.472
7125	0.504
7175	0.516
7225	0.512
7275	0.504
7325	0.504
7375	0.448
7425	0.376
7475	0.320
7525	0.276
7575	0.204
7625	0.152
7675	0.156
7725	0.188
7775	0.284
7825	0.356
7875	0.452
7925	0.528
7975	0.556
8025	0.536
8075	0.532
8125	0.500
8175	0.488
8225	0.488
8275	0.484
8325	0.492
8375	0.520
8425	0.504
8475	0.524
8525	0.504
8575	0.520
8625	0.508
8675	0.512
8725	0.508
8775	0.544
8825	0.540
8875	0.560
8925	0.572
8975	0.568
9025	0.556
9075	0.532
9125	0.524
9175	0.500
9225	0.464
9275	0.452
9325	0.464
9375	0.484
9425	0.500
9475	0.540
9525	0.568
9575	0.572
9625	0.548
9675	0.552
9725	0.544
9775	0.528
9825	0.536
9875	0.532
9925	0.524
9975	0.476
10025	0.492
10075	0.452
10125	0.452
10175	0.468
10225	0.508
10275	0.484
10325	0.544
10375	0.552
10425	0.532
10475	0.504
10525	0.508
10575	0.468
10625	0.468
10675	0.480
10725	0.520
10775	0.536
10825	0.552
10875	0.552
10925	0.552
10975	0.532
11025	0.528
11075	0.512
11125	0.492
11175	0.476
11225	0.484
11275	0.484
11325	0.504
11375	0.528
11425	0.524
11475	0.500
11525	0.476
11575	0.452
11625	0.412
11675	0.404
11725	0.420
11775	0.444
11825	0.440
11875	0.472
11925	0.492
11975	0.480
12025	0.476
12075	0.492
12125	0.476
12175	0.484
12225	0.492
12275	0.484
12325	0.472
12375	0.492
12425	0.480
12475	0.468
12525	0.460
12575	0.460
12625	0.412
12675	0.404
12725	0.416
12775	0.440
12825	0.448
12875	0.488
12925	0.512
12975	0.532
13025	0.528
13075	0.532
13125	0.532
13175	0.528
13225	0.520
13275	0.508
13325	0.500
13375	0.496
13425	0.492
13475	0.484
13525	0.496
13575	0.488
13625	0.480
13675	0.492
13725	0.484
13775	0.484
13825	0.504
13875	0.516
13925	0.484
13975	0.484
14025	0.464
14075	0.472
14125	0.492
14175	0.492
14225	0.484
14275	0.496
14325	0.492
14375	0.456
14425	0.464
14475	0.464
14525	0.456
14575	0.472
14625	0.476
14675	0.496
14725	0.516
14775	0.536
14825	0.516
14875	0.504
14925	0.492
14975	0.504
15025	0.492
15075	0.504
15125	0.528
15175	0.524
15225	0.508
15275	0.516
15325	0.500
15375	0.492
15425	0.500
15475	0.524
15525	0.520
15575	0.512
15625	0.516
15675	0.492
15725	0.484
15775	0.448
15825	0.452
15875	0.460
15925	0.496
15975	0.480
16025	0.504
16075	0.516
16125	0.524
16175	0.516
16225	0.544
16275	0.564
16325	0.548
16375	0.552
16425	0.548
16475	0.540
16525	0.512
16575	0.500
16625	0.480
16675	0.468
16725	0.456
16775	0.476
16825	0.484
16875	0.484
16925	0.504
16975	0.504
17025	0.496
17075	0.504
17125	0.492
17175	0.440
17225	0.432
17275	0.388
17325	0.332
17375	0.300
17425	0.320
17475	0.312
17525	0.344
17575	0.392
17625	0.436
17675	0.452
17725	0.492
17775	0.512
17825	0.532
17875	0.516
17925	0.520
17975	0.484
18025	0.484
18075	0.456
18125	0.456
18175	0.444
18225	0.468
18275	0.456
18325	0.464
18375	0.492
18425	0.496
18475	0.480
18525	0.488
18575	0.520
18625	0.528
18675	0.576
18725	0.572
18775	0.568
18825	0.540
18875	0.500
18925	0.448
18975	0.456
19025	0.472
19075	0.488
19125	0.532
19175	0.540
19225	0.552
19275	0.548
19325	0.556
19375	0.556
19425	0.592
19475	0.576
19525	0.572
19575	0.564
19625	0.548
19675	0.532
19725	0.516
19775	0.452
19825	0.396
19875	0.396
19925	0.372
19975	0.372
20025	0.416
20075	0.452
20125	0.440
20175	0.456
20225	0.468
20275	0.476
20325	0.492
20375	0.520
20425	0.516
20475	0.496
20525	0.492
20575	0.488
20625	0.472
20675	0.440
20725	0.416
20775	0.368
20825	0.312
20875	0.308
20925	0.316
20975	0.360
21025	0.384
21075	0.420
21125	0.436
21175	0.456
21225	0.460
21275	0.460
21325	0.484
21375	0.472
21425	0.496
21475	0.488
21525	0.516
21575	0.508
21625	0.492
21675	0.488
21725	0.472
21775	0.480
21825	0.480
21875	0.480
21925	0.460
21975	0.472
22025	0.460
22075	0.464
22125	0.476
22175	0.500
22225	0.500
22275	0.504
22325	0.508
22375	0.508
22425	0.488
22475	0.492
22525	0.496
22575	0.476
22625	0.472
22675	0.476
22725	0.480
22775	0.496
22825	0.532
22875	0.536
22925	0.532
22975	0.528
23025	0.520
23075	0.488
23125	0.500
23175	0.468
23225	0.468
23275	0.448
23325	0.464
23375	0.420
23425	0.440
23475	0.452
23525	0.468
23575	0.444
23625	0.468
23675	0.484
23725	0.488
23775	0.476
23825	0.480
23875	0.508
23925	0.496
23975	0.496
24025	0.532
24075	0.544
24125	0.548
24175	0.580
24225	0.592
24275	0.600
24325	0.592
24375	0.552
24425	0.524
24475	0.488
24525	0.416
24575	0.432
24625	0.436
24675	0.448
24725	0.476
24775	0.488
24825	0.500
24875	0.492
24925	0.492
24975	0.488
25025	0.508
25075	0.488
25125	0.504
25175	0.484
25225	0.488
25275	0.488
25325	0.472
25375	0.440
25425	0.400
25475	0.340
25525	0.288
25575	0.232
25625	0.232
25675	0.264
25725	0.316
25775	0.368
25825	0.424
25875	0.472
25925	0.500
25975	0.520
26025	0.532
26075	0.532
26125	0.512
26175	0.508
26225	0.476
26275	0.464
26325	0.492
26375	0.488
26425	0.464
26475	0.476
26525	0.484
26575	0.476
26625	0.492
26675	0.512
26725	0.496
26775	0.500
26825	0.496
26875	0.472
26925	0.472
26975	0.496
27025	0.480
27075	0.464
27125	0.468
27175	0.480
27225	0.472
27275	0.484
27325	0.500
27375	0.520
27425	0.516
27475	0.504
27525	0.496
27575	0.512
27625	0.508
27675	0.492
27725	0.504
27775	0.512
27825	0.472
27875	0.472
27925	0.480
27975	0.464
28025	0.464
28075	0.484
28125	0.452
28175	0.428
28225	0.424
28275	0.416
28325	0.400
28375	0.444
28425	0.476
28475	0.472
28525	0.468
28575	0.488
28625	0.460
28675	0.456
28725	0.452
28775	0.448
28825	0.456
28875	0.452
28925	0.448
28975	0.468
29025	0.468
29075	0.440
29125	0.468
29175	0.484
29225	0.484
29275	0.452
29325	0.444
29375	0.420
29425	0.400
29475	0.408
29525	0.440
29575	0.424
29625	0.404
29675	0.412
29725	0.408
29775	0.424
29825	0.472
29875	0.504
29925	0.472
29975	0.444
30025	0.424
30075	0.384
30125	0.408
30175	0.416
30225	0.436
30275	0.440
30325	0.488
30375	0.468
30425	0.484
30475	0.508
30525	0.528
30575	0.528
30625	0.540
30675	0.544
30725	0.520
30775	0.488
30825	0.460
30875	0.448
30925	0.436
30975	0.452
31025	0.448
31075	0.464
31125	0.476
31175	0.472
31225	0.480
31275	0.488
31325	0.460
31375	0.460
31425	0.464
31475	0.472
31525	0.488
31575	0.536
31625	0.528
31675	0.552
31725	0.524
31775	0.532
31825	0.500
31875	0.496
31925	0.476
31975	0.496
32025	0.484
32075	0.492
32125	0.472
32175	0.480
32225	0.488
32275	0.516
32325	0.540
32375	0.576
32425	0.564
32475	0.520
32525	0.492
32575	0.488
32625	0.480
32675	0.464
32725	0.472
32775	0.464
32825	0.432
32875	0.404
32925	0.440
32975	0.440
33025	0.456
33075	0.472
33125	0.504
33175	0.496
33225	0.520
33275	0.528
33325	0.532
33375	0.544
33425	0.552
33475	0.560
33525	0.560
33575	0.564
33625	0.532
33675	0.540
33725	0.540
33775	0.556
33825	0.564
33875	0.572
33925	0.540
33975	0.504
34025	0.476
34075	0.456
34125	0.444
34175	0.480
34225	0.500
34275	0.512
34325	0.516
34375	0.564
34425	0.556
34475	0.564
34525	0.548
34575	0.556
34625	0.516
34675	0.496
34725	0.476
34775	0.460
34825	0.460
34875	0.456
34925	0.444
34975	0.440
35025	0.476
35075	0.448
35125	0.424
35175	0.432
35225	0.436
35275	0.444
35325	0.476
35375	0.504
35425	0.484
35475	0.488
35525	0.480
35575	0.468
35625	0.480
35675	0.516
35725	0.484
35775	0.472
35825	0.464
35875	0.456
35925	0.472
35975	0.512
36025	0.476
36075	0.480
36125	0.456
36175	0.424
36225	0.372
36275	0.424
36325	0.448
36375	0.456
36425	0.408
36475	0.440
36525	0.436
36575	0.432
36625	0.444
36675	0.480
36725	0.488
36775	0.468
36825	0.452
36875	0.452
36925	0.492
36975	0.484
37025	0.488
37075	0.476
37125	0.504
37175	0.488
37225	0.500
37275	0.532
37325	0.564
37375	0.540
37425	0.556
37475	0.556
37525	0.540
37575	0.516
37625	0.532
37675	0.480
37725	0.496
37775	0.480
37825	0.504
37875	0.492
37925	0.504
37975	0.484
38025	0.484
38075	0.460
38125	0.464
38175	0.480
38225	0.484
38275	0.492
38325	0.516
38375	0.516
38425	0.532
38475	0.544
38525	0.540
38575	0.508
38625	0.480
38675	0.464
38725	0.436
38775	0.424
38825	0.440
38875	0.448
38925	0.448
38975	0.464
39025	0.468
39075	0.472
39125	0.468
39175	0.464
39225	0.460
39275	0.480
39325	0.424
39375	0.452
39425	0.452
39475	0.468
39525	0.476
39575	0.524
39625	0.500
39675	0.512
39725	0.524
39775	0.508
39825	0.536
39875	0.544
39925	0.544
39975	0.520
40025	0.536
40075	0.512
40125	0.520
40175	0.532
40225	0.532
40275	0.520
40325	0.504
40375	0.468
40425	0.452
40475	0.436
40525	0.384
40575	0.384
