Position	Percent G+C 1 .. 6104
125	0.088
175	0.084
225	0.092
275	0.104
325	0.080
375	0.092
425	0.080
475	0.060
525	0.068
575	0.100
625	0.084
675	0.084
725	0.092
775	0.076
825	0.056
875	0.044
925	0.056
975	0.068
1025	0.088
1075	0.116
1125	0.124
1175	0.136
1225	0.148
1275	0.156
1325	0.152
1375	0.184
1425	0.224
1475	0.212
1525	0.188
1575	0.164
1625	0.156
1675	0.124
1725	0.136
1775	0.220
1825	0.260
1875	0.296
1925	0.344
1975	0.404
2025	0.392
2075	0.436
2125	0.492
2175	0.504
2225	0.520
2275	0.552
2325	0.552
2375	0.504
2425	0.476
2475	0.456
2525	0.448
2575	0.448
2625	0.456
2675	0.468
2725	0.460
2775	0.448
2825	0.448
2875	0.464
2925	0.484
2975	0.508
3025	0.512
3075	0.508
3125	0.496
3175	0.492
3225	0.488
3275	0.500
3325	0.512
3375	0.496
3425	0.512
3475	0.504
3525	0.484
3575	0.488
3625	0.504
3675	0.468
3725	0.448
3775	0.424
3825	0.412
3875	0.400
3925	0.412
3975	0.396
4025	0.360
4075	0.284
4125	0.236
4175	0.180
4225	0.136
4275	0.128
4325	0.148
4375	0.176
4425	0.220
4475	0.228
4525	0.220
4575	0.192
4625	0.144
4675	0.092
4725	0.112
4775	0.100
4825	0.124
4875	0.116
4925	0.128
4975	0.100
5025	0.104
5075	0.116
5125	0.120
5175	0.108
5225	0.120
5275	0.116
5325	0.088
5375	0.084
5425	0.076
5475	0.060
5525	0.060
5575	0.064
5625	0.060
5675	0.052
5725	0.052
5775	0.064
5825	0.072
5875	0.092
5925	0.104
5975	0.144
