Position	Percent G+C 1 .. 89978
125	0.084
175	0.108
225	0.108
275	0.112
325	0.104
375	0.092
425	0.076
475	0.096
525	0.108
575	0.116
625	0.116
675	0.136
725	0.124
775	0.096
825	0.088
875	0.128
925	0.120
975	0.120
1025	0.116
1075	0.136
1125	0.104
1175	0.112
1225	0.112
1275	0.124
1325	0.136
1375	0.128
1425	0.116
1475	0.112
1525	0.124
1575	0.160
1625	0.164
1675	0.176
1725	0.188
1775	0.188
1825	0.132
1875	0.140
1925	0.124
1975	0.120
2025	0.112
2075	0.136
2125	0.148
2175	0.172
2225	0.168
2275	0.168
2325	0.152
2375	0.132
2425	0.116
2475	0.100
2525	0.108
2575	0.112
2625	0.128
2675	0.152
2725	0.228
2775	0.240
2825	0.232
2875	0.252
2925	0.244
2975	0.188
3025	0.232
3075	0.280
3125	0.280
3175	0.272
3225	0.276
3275	0.248
3325	0.192
3375	0.160
3425	0.152
3475	0.152
3525	0.124
3575	0.148
3625	0.176
3675	0.192
3725	0.180
3775	0.188
3825	0.196
3875	0.180
3925	0.192
3975	0.240
4025	0.260
4075	0.240
4125	0.208
4175	0.156
4225	0.084
4275	0.028
4325	0.004
4375	0.000
4425	0.000
4475	0.004
4525	0.024
4575	0.032
4625	0.060
4675	0.108
4725	0.120
4775	0.164
4825	0.252
4875	0.324
4925	0.372
4975	0.444
5025	0.448
5075	0.436
5125	0.436
5175	0.428
5225	0.400
5275	0.428
5325	0.448
5375	0.452
5425	0.444
5475	0.476
5525	0.464
5575	0.444
5625	0.420
5675	0.440
5725	0.448
5775	0.440
5825	0.440
5875	0.448
5925	0.440
5975	0.412
6025	0.428
6075	0.468
6125	0.456
6175	0.452
6225	0.468
6275	0.440
6325	0.424
6375	0.440
6425	0.440
6475	0.436
6525	0.432
6575	0.416
6625	0.424
6675	0.424
6725	0.448
6775	0.480
6825	0.492
6875	0.476
6925	0.492
6975	0.472
7025	0.492
7075	0.480
7125	0.492
7175	0.464
7225	0.452
7275	0.416
7325	0.420
7375	0.408
7425	0.412
7475	0.420
7525	0.440
7575	0.408
7625	0.432
7675	0.448
7725	0.448
7775	0.476
7825	0.524
7875	0.512
7925	0.500
7975	0.496
8025	0.488
8075	0.444
8125	0.428
8175	0.424
8225	0.408
8275	0.404
8325	0.468
8375	0.476
8425	0.480
8475	0.512
8525	0.484
8575	0.448
8625	0.460
8675	0.484
8725	0.476
8775	0.504
8825	0.512
8875	0.504
8925	0.480
8975	0.500
9025	0.480
9075	0.464
9125	0.456
9175	0.468
9225	0.456
9275	0.440
9325	0.460
9375	0.476
9425	0.468
9475	0.452
9525	0.484
9575	0.468
9625	0.472
9675	0.472
9725	0.460
9775	0.452
9825	0.456
9875	0.468
9925	0.484
9975	0.508
10025	0.492
10075	0.500
10125	0.480
10175	0.472
10225	0.468
10275	0.496
10325	0.464
10375	0.456
10425	0.456
10475	0.464
10525	0.444
10575	0.460
10625	0.472
10675	0.440
10725	0.436
10775	0.404
10825	0.388
10875	0.380
10925	0.376
10975	0.392
11025	0.412
11075	0.424
11125	0.420
11175	0.436
11225	0.416
11275	0.432
11325	0.452
11375	0.484
11425	0.500
11475	0.524
11525	0.520
11575	0.520
11625	0.500
11675	0.520
11725	0.508
11775	0.528
11825	0.472
11875	0.460
11925	0.424
11975	0.380
12025	0.312
12075	0.360
12125	0.336
12175	0.340
12225	0.372
12275	0.416
12325	0.420
12375	0.440
12425	0.452
12475	0.460
12525	0.468
12575	0.448
12625	0.456
12675	0.460
12725	0.452
12775	0.444
12825	0.468
12875	0.456
12925	0.472
12975	0.464
13025	0.472
13075	0.464
13125	0.480
13175	0.464
13225	0.500
13275	0.508
13325	0.508
13375	0.544
13425	0.556
13475	0.540
13525	0.520
13575	0.520
13625	0.472
13675	0.504
13725	0.500
13775	0.520
13825	0.524
13875	0.536
13925	0.480
13975	0.468
14025	0.472
14075	0.444
14125	0.432
14175	0.416
14225	0.400
14275	0.352
14325	0.384
14375	0.404
14425	0.436
14475	0.496
14525	0.528
14575	0.528
14625	0.540
14675	0.516
14725	0.468
14775	0.468
14825	0.468
14875	0.448
14925	0.460
14975	0.480
15025	0.484
15075	0.484
15125	0.472
15175	0.464
15225	0.440
15275	0.444
15325	0.432
15375	0.464
15425	0.492
15475	0.488
15525	0.484
15575	0.468
15625	0.440
15675	0.428
15725	0.456
15775	0.436
15825	0.448
15875	0.468
15925	0.468
15975	0.452
16025	0.488
16075	0.504
16125	0.484
16175	0.488
16225	0.512
16275	0.504
16325	0.504
16375	0.512
16425	0.484
16475	0.460
16525	0.444
16575	0.420
16625	0.400
16675	0.388
16725	0.412
16775	0.392
16825	0.360
16875	0.360
16925	0.396
16975	0.376
17025	0.408
17075	0.440
17125	0.460
17175	0.452
17225	0.464
17275	0.460
17325	0.472
17375	0.456
17425	0.468
17475	0.440
17525	0.412
17575	0.412
17625	0.444
17675	0.424
17725	0.448
17775	0.472
17825	0.460
17875	0.400
17925	0.392
17975	0.372
18025	0.372
18075	0.360
18125	0.384
18175	0.392
18225	0.424
18275	0.420
18325	0.476
18375	0.500
18425	0.500
18475	0.496
18525	0.472
18575	0.444
18625	0.412
18675	0.428
18725	0.404
18775	0.404
18825	0.408
18875	0.404
18925	0.376
18975	0.352
19025	0.372
19075	0.376
19125	0.440
19175	0.456
19225	0.480
19275	0.496
19325	0.492
19375	0.468
19425	0.484
19475	0.484
19525	0.476
19575	0.432
19625	0.424
19675	0.424
19725	0.404
19775	0.424
19825	0.452
19875	0.408
19925	0.396
19975	0.416
20025	0.380
20075	0.396
20125	0.444
20175	0.456
20225	0.512
20275	0.512
20325	0.520
20375	0.500
20425	0.500
20475	0.460
20525	0.452
20575	0.440
20625	0.448
20675	0.436
20725	0.440
20775	0.472
20825	0.476
20875	0.472
20925	0.484
20975	0.468
21025	0.460
21075	0.452
21125	0.480
21175	0.440
21225	0.452
21275	0.460
21325	0.448
21375	0.420
21425	0.448
21475	0.424
21525	0.380
21575	0.356
21625	0.340
21675	0.292
21725	0.308
21775	0.360
21825	0.416
21875	0.468
21925	0.516
21975	0.532
22025	0.504
22075	0.452
22125	0.436
22175	0.444
22225	0.436
22275	0.432
22325	0.448
22375	0.424
22425	0.416
22475	0.408
22525	0.440
22575	0.480
22625	0.496
22675	0.516
22725	0.528
22775	0.516
22825	0.504
22875	0.496
22925	0.516
22975	0.516
