Position	Percent G+C 1 .. 306882
125	0.052
175	0.052
225	0.056
275	0.056
325	0.056
375	0.048
425	0.068
475	0.068
525	0.068
575	0.060
625	0.080
675	0.072
725	0.084
775	0.084
825	0.088
875	0.076
925	0.072
975	0.068
1025	0.068
1075	0.076
1125	0.088
1175	0.084
1225	0.072
1275	0.072
1325	0.108
1375	0.140
1425	0.236
1475	0.348
1525	0.428
1575	0.464
1625	0.508
1675	0.496
1725	0.460
1775	0.436
1825	0.416
1875	0.436
1925	0.420
1975	0.420
2025	0.452
2075	0.472
2125	0.472
2175	0.464
2225	0.476
2275	0.460
2325	0.428
2375	0.392
2425	0.424
2475	0.400
2525	0.392
2575	0.412
2625	0.392
2675	0.352
2725	0.356
2775	0.384
2825	0.400
2875	0.432
2925	0.416
2975	0.440
3025	0.448
3075	0.448
3125	0.436
3175	0.448
3225	0.436
3275	0.400
3325	0.424
3375	0.432
3425	0.460
3475	0.472
3525	0.472
3575	0.424
3625	0.420
3675	0.412
3725	0.408
3775	0.400
3825	0.424
3875	0.396
3925	0.396
3975	0.396
4025	0.400
4075	0.404
4125	0.432
4175	0.444
4225	0.460
4275	0.484
4325	0.464
4375	0.472
4425	0.464
4475	0.476
4525	0.472
4575	0.512
4625	0.512
4675	0.544
4725	0.508
4775	0.520
4825	0.520
4875	0.548
4925	0.520
4975	0.532
5025	0.476
5075	0.448
5125	0.412
5175	0.340
5225	0.268
5275	0.240
5325	0.180
5375	0.132
5425	0.196
5475	0.228
5525	0.292
5575	0.364
5625	0.424
5675	0.440
5725	0.468
5775	0.480
5825	0.468
5875	0.460
5925	0.444
5975	0.448
6025	0.444
6075	0.460
6125	0.456
6175	0.480
6225	0.508
6275	0.484
6325	0.476
6375	0.476
6425	0.436
6475	0.396
6525	0.404
6575	0.396
6625	0.404
6675	0.452
6725	0.456
6775	0.468
6825	0.480
6875	0.476
6925	0.460
6975	0.464
7025	0.452
7075	0.432
7125	0.412
7175	0.416
7225	0.400
7275	0.408
7325	0.432
7375	0.448
7425	0.432
7475	0.452
7525	0.444
7575	0.412
7625	0.384
7675	0.404
7725	0.416
7775	0.424
7825	0.448
7875	0.484
7925	0.452
7975	0.464
8025	0.440
8075	0.412
8125	0.416
8175	0.424
8225	0.412
8275	0.440
8325	0.448
8375	0.424
8425	0.428
8475	0.404
8525	0.392
8575	0.412
8625	0.440
8675	0.444
8725	0.472
8775	0.492
8825	0.528
8875	0.548
8925	0.560
8975	0.564
9025	0.548
9075	0.500
9125	0.452
9175	0.440
9225	0.400
9275	0.380
9325	0.384
9375	0.432
9425	0.416
9475	0.456
9525	0.480
9575	0.476
9625	0.456
9675	0.468
9725	0.452
9775	0.456
9825	0.456
9875	0.432
9925	0.448
9975	0.436
10025	0.396
10075	0.372
10125	0.340
10175	0.296
10225	0.312
10275	0.356
10325	0.404
10375	0.436
10425	0.476
10475	0.440
10525	0.432
10575	0.412
10625	0.408
10675	0.388
10725	0.400
10775	0.392
10825	0.400
10875	0.416
10925	0.440
10975	0.464
11025	0.472
11075	0.440
11125	0.440
11175	0.432
11225	0.452
11275	0.464
11325	0.496
11375	0.496
11425	0.496
11475	0.516
11525	0.532
11575	0.540
11625	0.552
11675	0.572
11725	0.540
11775	0.520
11825	0.536
11875	0.556
11925	0.540
11975	0.540
12025	0.532
12075	0.500
12125	0.496
12175	0.532
12225	0.548
12275	0.544
12325	0.528
12375	0.512
12425	0.504
12475	0.468
12525	0.504
12575	0.556
12625	0.564
12675	0.572
12725	0.592
12775	0.544
12825	0.508
12875	0.532
12925	0.516
12975	0.520
13025	0.564
13075	0.596
13125	0.564
13175	0.540
13225	0.536
13275	0.540
13325	0.532
13375	0.540
13425	0.568
13475	0.568
13525	0.544
13575	0.508
13625	0.492
13675	0.480
13725	0.464
13775	0.472
13825	0.476
13875	0.488
13925	0.496
13975	0.516
14025	0.520
14075	0.516
14125	0.472
14175	0.432
14225	0.396
14275	0.384
14325	0.416
14375	0.444
14425	0.484
14475	0.500
14525	0.512
14575	0.512
14625	0.544
14675	0.528
14725	0.556
14775	0.548
14825	0.556
14875	0.552
14925	0.568
14975	0.576
15025	0.612
15075	0.612
15125	0.612
15175	0.624
15225	0.608
15275	0.572
15325	0.560
15375	0.552
15425	0.560
15475	0.564
15525	0.584
15575	0.608
15625	0.608
15675	0.592
15725	0.616
15775	0.628
15825	0.636
15875	0.644
15925	0.672
15975	0.656
16025	0.644
16075	0.628
16125	0.632
16175	0.568
16225	0.564
16275	0.584
16325	0.580
16375	0.580
16425	0.616
16475	0.596
16525	0.604
16575	0.608
16625	0.580
16675	0.564
16725	0.588
16775	0.560
16825	0.532
16875	0.508
16925	0.520
16975	0.524
17025	0.524
17075	0.560
17125	0.600
17175	0.588
17225	0.568
17275	0.588
17325	0.548
17375	0.524
17425	0.512
17475	0.472
17525	0.424
17575	0.444
17625	0.464
17675	0.484
17725	0.536
17775	0.536
17825	0.496
17875	0.500
17925	0.488
17975	0.476
18025	0.492
18075	0.500
18125	0.480
18175	0.452
18225	0.440
18275	0.408
18325	0.396
18375	0.392
18425	0.380
18475	0.352
18525	0.364
18575	0.356
18625	0.380
18675	0.416
18725	0.440
18775	0.432
18825	0.452
18875	0.408
18925	0.420
18975	0.420
19025	0.452
19075	0.452
19125	0.468
19175	0.448
19225	0.472
19275	0.484
19325	0.512
19375	0.532
19425	0.548
19475	0.556
19525	0.540
19575	0.544
19625	0.548
19675	0.552
19725	0.552
19775	0.556
19825	0.580
19875	0.596
19925	0.608
19975	0.604
20025	0.608
20075	0.592
20125	0.596
20175	0.588
20225	0.580
20275	0.552
20325	0.544
20375	0.528
20425	0.524
20475	0.524
20525	0.540
20575	0.552
20625	0.524
20675	0.532
20725	0.548
20775	0.548
20825	0.544
20875	0.564
20925	0.556
20975	0.520
21025	0.536
21075	0.496
21125	0.480
21175	0.464
21225	0.464
21275	0.436
21325	0.472
21375	0.468
21425	0.476
21475	0.504
21525	0.520
21575	0.492
21625	0.504
21675	0.532
21725	0.516
21775	0.492
21825	0.516
21875	0.536
21925	0.476
21975	0.464
22025	0.484
22075	0.472
22125	0.488
22175	0.524
22225	0.540
22275	0.556
22325	0.548
22375	0.516
22425	0.516
22475	0.504
22525	0.480
22575	0.500
22625	0.464
22675	0.444
22725	0.428
22775	0.428
22825	0.384
22875	0.424
22925	0.412
22975	0.444
23025	0.456
23075	0.520
23125	0.552
23175	0.600
23225	0.576
23275	0.576
23325	0.584
23375	0.556
