Position	Percent G+C 1 .. 30761
125	0.120
175	0.132
225	0.128
275	0.160
325	0.208
375	0.212
425	0.184
475	0.208
525	0.192
575	0.148
625	0.192
675	0.212
725	0.192
775	0.200
825	0.204
875	0.180
925	0.192
975	0.192
1025	0.188
1075	0.192
1125	0.184
1175	0.180
1225	0.176
1275	0.188
1325	0.196
1375	0.196
1425	0.164
1475	0.164
1525	0.156
1575	0.124
1625	0.152
1675	0.152
1725	0.168
1775	0.152
1825	0.180
1875	0.168
1925	0.176
1975	0.188
2025	0.220
2075	0.220
2125	0.232
2175	0.248
2225	0.240
2275	0.220
2325	0.248
2375	0.232
2425	0.216
2475	0.244
2525	0.256
2575	0.228
2625	0.216
2675	0.228
2725	0.196
2775	0.204
2825	0.172
2875	0.164
2925	0.124
2975	0.100
3025	0.052
3075	0.092
3125	0.136
3175	0.220
3225	0.308
3275	0.352
3325	0.376
3375	0.388
3425	0.368
3475	0.352
3525	0.416
3575	0.428
3625	0.432
3675	0.444
3725	0.428
3775	0.368
3825	0.352
3875	0.376
3925	0.392
3975	0.448
4025	0.508
4075	0.532
4125	0.516
4175	0.532
4225	0.504
4275	0.484
4325	0.484
4375	0.516
4425	0.536
4475	0.552
4525	0.560
4575	0.564
4625	0.572
4675	0.548
4725	0.520
4775	0.532
4825	0.536
4875	0.520
4925	0.524
4975	0.544
5025	0.516
5075	0.528
5125	0.512
5175	0.488
5225	0.504
5275	0.524
5325	0.512
5375	0.508
5425	0.520
5475	0.484
5525	0.448
5575	0.444
5625	0.440
5675	0.440
5725	0.472
5775	0.472
5825	0.476
5875	0.484
5925	0.508
5975	0.468
6025	0.496
6075	0.472
6125	0.472
6175	0.464
6225	0.484
6275	0.500
6325	0.536
6375	0.552
6425	0.548
6475	0.560
6525	0.540
6575	0.540
6625	0.544
6675	0.544
6725	0.552
6775	0.544
6825	0.528
6875	0.536
6925	0.520
6975	0.496
7025	0.528
7075	0.520
7125	0.504
7175	0.528
7225	0.524
7275	0.492
7325	0.508
7375	0.512
7425	0.496
7475	0.516
7525	0.552
7575	0.572
7625	0.536
7675	0.476
7725	0.380
7775	0.304
7825	0.248
7875	0.184
7925	0.164
7975	0.172
8025	0.132
8075	0.088
8125	0.084
8175	0.064
8225	0.044
8275	0.036
8325	0.052
8375	0.080
8425	0.108
8475	0.116
8525	0.124
8575	0.088
8625	0.056
8675	0.028
8725	0.028
8775	0.024
8825	0.024
8875	0.036
8925	0.052
8975	0.076
9025	0.100
9075	0.156
9125	0.188
9175	0.252
9225	0.292
9275	0.344
9325	0.368
9375	0.408
9425	0.428
9475	0.452
9525	0.480
9575	0.520
9625	0.532
9675	0.528
9725	0.520
9775	0.516
9825	0.500
9875	0.492
9925	0.508
9975	0.528
10025	0.536
10075	0.528
10125	0.532
10175	0.532
10225	0.556
10275	0.552
10325	0.552
10375	0.556
10425	0.532
10475	0.484
10525	0.476
10575	0.476
10625	0.468
10675	0.496
10725	0.508
10775	0.516
10825	0.540
10875	0.552
10925	0.556
10975	0.572
11025	0.560
11075	0.552
11125	0.556
11175	0.572
11225	0.572
11275	0.568
11325	0.592
11375	0.576
11425	0.540
11475	0.532
11525	0.536
11575	0.500
11625	0.508
11675	0.516
11725	0.520
11775	0.532
11825	0.540
11875	0.532
11925	0.544
11975	0.556
12025	0.544
12075	0.544
12125	0.564
12175	0.528
12225	0.524
12275	0.516
12325	0.472
12375	0.468
12425	0.492
12475	0.464
12525	0.400
12575	0.352
12625	0.256
12675	0.152
12725	0.080
12775	0.052
12825	0.040
12875	0.040
12925	0.044
12975	0.036
13025	0.040
13075	0.040
13125	0.032
13175	0.024
13225	0.024
13275	0.024
13325	0.024
13375	0.020
13425	0.028
13475	0.080
13525	0.172
13575	0.264
13625	0.380
13675	0.460
13725	0.516
13775	0.536
13825	0.520
13875	0.504
13925	0.532
13975	0.492
14025	0.488
14075	0.520
14125	0.536
14175	0.532
14225	0.568
14275	0.560
14325	0.544
14375	0.524
14425	0.524
14475	0.508
14525	0.508
14575	0.532
14625	0.544
14675	0.540
14725	0.548
14775	0.552
14825	0.540
14875	0.548
14925	0.568
14975	0.580
15025	0.576
15075	0.580
15125	0.556
15175	0.512
15225	0.500
15275	0.504
15325	0.484
15375	0.512
15425	0.520
15475	0.516
