Position	Percent G+C 1 .. 11328
125	0.064
175	0.076
225	0.056
275	0.044
325	0.044
375	0.048
425	0.044
475	0.068
525	0.076
575	0.060
625	0.052
675	0.052
725	0.036
775	0.024
825	0.056
875	0.080
925	0.076
975	0.088
1025	0.116
1075	0.112
1125	0.172
1175	0.260
1225	0.332
1275	0.368
1325	0.432
1375	0.444
1425	0.428
1475	0.404
1525	0.440
1575	0.388
1625	0.360
1675	0.332
1725	0.284
1775	0.244
1825	0.276
1875	0.280
1925	0.284
1975	0.344
2025	0.380
2075	0.400
2125	0.424
2175	0.460
2225	0.464
2275	0.472
2325	0.472
2375	0.480
2425	0.480
2475	0.476
2525	0.492
2575	0.496
2625	0.488
2675	0.476
2725	0.508
2775	0.480
2825	0.480
2875	0.452
2925	0.460
2975	0.460
3025	0.452
3075	0.420
3125	0.436
3175	0.440
3225	0.448
3275	0.468
3325	0.516
3375	0.528
3425	0.520
3475	0.520
3525	0.508
3575	0.476
3625	0.508
3675	0.500
3725	0.492
3775	0.476
3825	0.508
3875	0.432
3925	0.428
3975	0.380
4025	0.372
4075	0.352
4125	0.376
4175	0.412
4225	0.440
4275	0.476
4325	0.472
4375	0.492
4425	0.500
4475	0.492
4525	0.484
4575	0.484
4625	0.464
4675	0.440
4725	0.448
4775	0.456
4825	0.480
4875	0.504
4925	0.524
4975	0.504
5025	0.468
5075	0.436
5125	0.440
5175	0.444
5225	0.420
5275	0.392
5325	0.380
5375	0.356
5425	0.316
5475	0.368
5525	0.428
5575	0.452
5625	0.472
5675	0.472
5725	0.440
5775	0.456
5825	0.464
5875	0.468
5925	0.472
5975	0.516
6025	0.468
6075	0.396
6125	0.352
6175	0.352
6225	0.324
6275	0.320
6325	0.348
6375	0.368
6425	0.332
6475	0.308
6525	0.308
6575	0.308
6625	0.316
6675	0.384
6725	0.444
6775	0.456
6825	0.500
6875	0.516
6925	0.492
6975	0.468
7025	0.508
7075	0.520
7125	0.520
7175	0.548
7225	0.552
7275	0.540
7325	0.516
7375	0.500
7425	0.480
7475	0.492
7525	0.508
7575	0.544
7625	0.564
7675	0.592
7725	0.576
7775	0.548
7825	0.492
7875	0.452
7925	0.432
7975	0.420
8025	0.436
8075	0.452
8125	0.512
8175	0.484
8225	0.480
8275	0.464
8325	0.436
8375	0.368
8425	0.392
8475	0.416
8525	0.448
8575	0.496
8625	0.552
8675	0.568
8725	0.560
8775	0.536
8825	0.544
8875	0.532
8925	0.504
8975	0.496
9025	0.464
9075	0.444
9125	0.384
9175	0.312
9225	0.248
9275	0.232
9325	0.188
9375	0.192
9425	0.224
9475	0.212
9525	0.160
9575	0.116
9625	0.068
9675	0.024
9725	0.012
9775	0.012
9825	0.044
9875	0.076
9925	0.092
9975	0.112
10025	0.136
10075	0.128
10125	0.124
10175	0.112
10225	0.108
10275	0.096
10325	0.068
10375	0.044
10425	0.044
10475	0.036
10525	0.056
10575	0.064
10625	0.072
10675	0.092
10725	0.100
10775	0.084
10825	0.092
10875	0.100
10925	0.128
10975	0.164
11025	0.160
11075	0.168
11125	0.152
11175	0.156
