Position	Percent G+C 1 .. 7267
125	0.448
175	0.440
225	0.424
275	0.440
325	0.424
375	0.412
425	0.428
475	0.444
525	0.436
575	0.404
625	0.416
675	0.428
725	0.452
775	0.456
825	0.476
875	0.496
925	0.468
975	0.448
1025	0.472
1075	0.468
1125	0.440
1175	0.448
1225	0.444
1275	0.428
1325	0.448
1375	0.500
1425	0.500
1475	0.500
1525	0.480
1575	0.476
1625	0.464
1675	0.480
1725	0.512
1775	0.512
1825	0.520
1875	0.492
1925	0.480
1975	0.456
2025	0.456
2075	0.452
2125	0.456
2175	0.484
2225	0.496
2275	0.516
2325	0.504
2375	0.540
2425	0.516
2475	0.508
2525	0.504
2575	0.536
2625	0.540
2675	0.572
2725	0.588
2775	0.568
2825	0.528
2875	0.492
2925	0.480
2975	0.452
3025	0.480
3075	0.496
3125	0.528
3175	0.492
3225	0.488
3275	0.488
3325	0.496
3375	0.480
3425	0.492
3475	0.504
3525	0.488
3575	0.496
3625	0.480
3675	0.484
3725	0.496
3775	0.508
3825	0.496
3875	0.540
3925	0.560
3975	0.560
4025	0.564
4075	0.544
4125	0.524
4175	0.516
4225	0.532
4275	0.512
4325	0.508
4375	0.524
4425	0.516
4475	0.488
4525	0.496
4575	0.508
4625	0.480
4675	0.460
4725	0.480
4775	0.468
4825	0.488
4875	0.476
4925	0.484
4975	0.484
5025	0.496
5075	0.464
5125	0.472
5175	0.492
5225	0.476
5275	0.452
5325	0.480
5375	0.476
5425	0.484
5475	0.488
5525	0.488
5575	0.456
5625	0.424
5675	0.364
5725	0.320
5775	0.320
5825	0.312
5875	0.344
5925	0.368
5975	0.380
6025	0.384
6075	0.376
6125	0.372
6175	0.356
6225	0.364
6275	0.392
6325	0.404
6375	0.384
6425	0.380
6475	0.368
6525	0.324
6575	0.324
6625	0.324
6675	0.320
6725	0.352
6775	0.376
6825	0.396
6875	0.428
6925	0.464
6975	0.424
7025	0.440
7075	0.432
7125	0.424
