Position	Percent G+C 1 .. 2769
125	0.172
175	0.224
225	0.304
275	0.296
325	0.312
375	0.276
425	0.244
475	0.204
525	0.248
575	0.280
625	0.276
675	0.268
725	0.248
775	0.216
825	0.180
875	0.180
925	0.184
975	0.180
1025	0.204
1075	0.248
1125	0.284
1175	0.292
1225	0.304
1275	0.272
1325	0.228
1375	0.192
1425	0.164
1475	0.156
1525	0.156
1575	0.156
1625	0.168
1675	0.176
1725	0.184
1775	0.180
1825	0.196
1875	0.188
1925	0.172
1975	0.168
2025	0.168
2075	0.160
2125	0.168
2175	0.192
2225	0.196
2275	0.212
2325	0.212
2375	0.180
2425	0.164
2475	0.164
2525	0.156
2575	0.148
2625	0.152
