Position	Percent G+C 1 .. 3477
125	0.132
175	0.132
225	0.148
275	0.156
325	0.128
375	0.104
425	0.096
475	0.092
525	0.112
575	0.124
625	0.124
675	0.116
725	0.112
775	0.096
825	0.100
875	0.128
925	0.128
975	0.136
1025	0.128
1075	0.120
1125	0.092
1175	0.100
1225	0.100
1275	0.112
1325	0.128
1375	0.128
1425	0.148
1475	0.132
1525	0.124
1575	0.112
1625	0.108
1675	0.096
1725	0.108
1775	0.116
1825	0.108
1875	0.104
1925	0.104
1975	0.096
2025	0.100
2075	0.104
2125	0.104
2175	0.108
2225	0.144
2275	0.180
2325	0.224
2375	0.260
2425	0.264
2475	0.224
2525	0.216
2575	0.208
2625	0.188
2675	0.188
2725	0.200
2775	0.172
2825	0.136
2875	0.144
2925	0.136
2975	0.152
3025	0.196
3075	0.204
3125	0.196
3175	0.204
3225	0.204
3275	0.180
3325	0.184
