Position	Percent G+C 1 .. 2867
125	0.040
175	0.092
225	0.140
275	0.164
325	0.172
375	0.184
425	0.168
475	0.140
525	0.116
575	0.112
625	0.120
675	0.132
725	0.136
775	0.172
825	0.156
875	0.144
925	0.108
975	0.108
1025	0.084
1075	0.120
1125	0.124
1175	0.144
1225	0.124
1275	0.120
1325	0.100
1375	0.092
1425	0.084
1475	0.116
1525	0.108
1575	0.116
1625	0.120
1675	0.100
1725	0.092
1775	0.088
1825	0.080
1875	0.068
1925	0.080
1975	0.056
2025	0.060
2075	0.052
2125	0.072
2175	0.080
2225	0.100
2275	0.108
2325	0.128
2375	0.124
2425	0.108
2475	0.092
2525	0.080
2575	0.056
2625	0.072
2675	0.080
2725	0.088
