Position	Percent G+C 1 .. 2634
125	0.068
175	0.072
225	0.100
275	0.116
325	0.136
375	0.144
425	0.124
475	0.104
525	0.088
575	0.088
625	0.092
675	0.096
725	0.104
775	0.116
825	0.100
875	0.096
925	0.104
975	0.108
1025	0.100
1075	0.108
1125	0.124
1175	0.152
1225	0.136
1275	0.132
1325	0.132
1375	0.128
1425	0.100
1475	0.104
1525	0.100
1575	0.092
1625	0.092
1675	0.108
1725	0.112
1775	0.128
1825	0.120
1875	0.096
1925	0.064
1975	0.056
2025	0.052
2075	0.056
2125	0.056
2175	0.072
2225	0.084
2275	0.076
2325	0.100
2375	0.112
2425	0.116
2475	0.108
