Position	Percent G+C 1 .. 1368484
125	0.100
175	0.096
225	0.064
275	0.060
325	0.052
375	0.060
425	0.092
475	0.088
525	0.084
575	0.076
625	0.060
675	0.048
725	0.048
775	0.052
825	0.064
875	0.076
925	0.084
975	0.100
1025	0.088
1075	0.072
1125	0.068
1175	0.052
1225	0.056
1275	0.084
1325	0.084
1375	0.080
1425	0.080
1475	0.064
1525	0.040
1575	0.052
1625	0.068
1675	0.084
1725	0.088
1775	0.092
1825	0.088
1875	0.072
1925	0.068
1975	0.076
2025	0.072
2075	0.088
2125	0.084
2175	0.064
2225	0.048
2275	0.068
2325	0.056
2375	0.056
2425	0.084
2475	0.104
2525	0.084
2575	0.076
2625	0.080
2675	0.064
2725	0.052
2775	0.056
2825	0.068
2875	0.068
2925	0.068
2975	0.068
3025	0.068
3075	0.056
3125	0.048
3175	0.044
3225	0.040
3275	0.036
3325	0.056
3375	0.072
3425	0.072
3475	0.080
3525	0.092
3575	0.088
3625	0.068
3675	0.072
3725	0.076
3775	0.076
3825	0.092
3875	0.132
3925	0.124
3975	0.116
4025	0.104
4075	0.096
4125	0.092
4175	0.140
4225	0.144
4275	0.152
4325	0.124
4375	0.108
4425	0.084
4475	0.096
4525	0.104
4575	0.116
4625	0.096
4675	0.080
4725	0.108
4775	0.140
4825	0.184
4875	0.284
4925	0.348
4975	0.364
5025	0.392
5075	0.424
5125	0.424
5175	0.436
5225	0.460
5275	0.484
5325	0.492
5375	0.480
5425	0.484
5475	0.500
5525	0.484
5575	0.456
5625	0.464
5675	0.472
5725	0.460
5775	0.456
5825	0.480
5875	0.472
5925	0.468
5975	0.468
6025	0.480
6075	0.476
6125	0.468
6175	0.456
6225	0.464
6275	0.448
6325	0.452
6375	0.460
6425	0.448
6475	0.440
6525	0.428
6575	0.436
6625	0.436
6675	0.436
6725	0.440
6775	0.436
6825	0.408
6875	0.400
6925	0.396
6975	0.376
7025	0.424
7075	0.440
7125	0.428
7175	0.428
7225	0.436
7275	0.420
7325	0.416
7375	0.440
7425	0.476
7475	0.496
7525	0.504
7575	0.516
7625	0.516
7675	0.484
7725	0.460
7775	0.456
7825	0.432
7875	0.424
7925	0.440
7975	0.436
8025	0.436
8075	0.444
8125	0.448
8175	0.476
8225	0.464
8275	0.436
8325	0.440
8375	0.444
8425	0.412
8475	0.424
8525	0.444
8575	0.468
8625	0.476
8675	0.488
8725	0.492
8775	0.504
8825	0.512
8875	0.496
8925	0.488
8975	0.496
9025	0.484
9075	0.476
9125	0.484
9175	0.468
9225	0.480
9275	0.476
9325	0.456
9375	0.428
9425	0.452
9475	0.444
9525	0.464
9575	0.484
9625	0.496
9675	0.492
9725	0.488
9775	0.464
9825	0.456
9875	0.488
9925	0.480
9975	0.484
10025	0.488
10075	0.476
10125	0.468
10175	0.476
10225	0.488
10275	0.496
10325	0.516
10375	0.516
10425	0.540
10475	0.520
10525	0.512
10575	0.496
10625	0.512
10675	0.504
10725	0.520
10775	0.532
10825	0.540
10875	0.524
10925	0.508
10975	0.516
11025	0.524
11075	0.516
11125	0.496
11175	0.504
11225	0.488
11275	0.492
11325	0.492
11375	0.512
11425	0.476
11475	0.452
11525	0.432
11575	0.428
11625	0.444
11675	0.484
11725	0.524
11775	0.532
11825	0.564
11875	0.540
11925	0.528
11975	0.516
12025	0.504
12075	0.500
12125	0.492
12175	0.504
12225	0.476
12275	0.484
12325	0.488
12375	0.492
12425	0.500
12475	0.528
12525	0.512
12575	0.500
12625	0.500
12675	0.504
12725	0.512
12775	0.528
12825	0.524
12875	0.508
12925	0.492
12975	0.468
13025	0.480
13075	0.472
13125	0.476
13175	0.480
13225	0.476
13275	0.448
13325	0.436
13375	0.448
13425	0.424
13475	0.448
