Position	Percent G+C 1 .. 20200
125	0.112
175	0.112
225	0.108
275	0.128
325	0.136
375	0.156
425	0.164
475	0.176
525	0.188
575	0.168
625	0.144
675	0.152
725	0.128
775	0.120
825	0.152
875	0.152
925	0.168
975	0.188
1025	0.196
1075	0.216
1125	0.248
1175	0.220
1225	0.200
1275	0.220
1325	0.236
1375	0.272
1425	0.328
1475	0.376
1525	0.392
1575	0.412
1625	0.368
1675	0.356
1725	0.344
1775	0.344
1825	0.316
1875	0.376
1925	0.388
1975	0.408
2025	0.400
2075	0.404
2125	0.412
2175	0.420
2225	0.428
2275	0.464
2325	0.480
2375	0.424
2425	0.448
2475	0.432
2525	0.392
2575	0.368
2625	0.416
2675	0.388
2725	0.436
2775	0.472
2825	0.484
2875	0.480
2925	0.496
2975	0.480
3025	0.464
3075	0.480
3125	0.460
3175	0.424
3225	0.424
3275	0.432
3325	0.444
3375	0.448
3425	0.456
3475	0.456
3525	0.460
3575	0.444
3625	0.444
3675	0.444
3725	0.460
3775	0.452
3825	0.444
3875	0.468
3925	0.496
3975	0.452
4025	0.460
4075	0.476
4125	0.452
4175	0.432
4225	0.476
4275	0.472
4325	0.468
4375	0.440
4425	0.420
4475	0.368
4525	0.332
4575	0.324
4625	0.348
4675	0.384
4725	0.420
4775	0.448
4825	0.464
4875	0.512
4925	0.492
4975	0.476
5025	0.496
5075	0.484
5125	0.436
5175	0.428
5225	0.420
5275	0.408
5325	0.432
5375	0.444
5425	0.452
5475	0.456
5525	0.460
5575	0.436
5625	0.464
5675	0.472
5725	0.464
5775	0.440
5825	0.424
5875	0.376
5925	0.380
5975	0.384
6025	0.412
6075	0.464
6125	0.480
6175	0.464
6225	0.484
6275	0.460
6325	0.396
6375	0.356
6425	0.352
6475	0.328
6525	0.352
6575	0.384
6625	0.448
6675	0.480
6725	0.492
6775	0.468
6825	0.452
6875	0.432
6925	0.440
6975	0.444
7025	0.452
7075	0.476
7125	0.480
7175	0.456
7225	0.472
7275	0.484
7325	0.464
7375	0.468
7425	0.480
7475	0.428
7525	0.400
7575	0.420
7625	0.412
7675	0.392
7725	0.420
7775	0.440
7825	0.440
7875	0.444
7925	0.456
7975	0.456
8025	0.444
8075	0.440
8125	0.420
8175	0.432
8225	0.448
8275	0.448
8325	0.444
8375	0.420
8425	0.364
8475	0.348
8525	0.348
8575	0.316
8625	0.320
8675	0.344
8725	0.360
8775	0.352
8825	0.364
8875	0.384
8925	0.388
8975	0.360
9025	0.320
9075	0.288
9125	0.256
9175	0.260
9225	0.260
9275	0.284
9325	0.304
9375	0.316
9425	0.276
9475	0.244
9525	0.220
9575	0.196
9625	0.212
9675	0.200
9725	0.212
9775	0.216
9825	0.232
9875	0.224
9925	0.256
9975	0.264
10025	0.288
10075	0.276
10125	0.268
10175	0.252
10225	0.240
10275	0.204
10325	0.188
10375	0.172
10425	0.180
10475	0.176
10525	0.184
10575	0.220
10625	0.212
10675	0.192
10725	0.220
10775	0.220
10825	0.184
10875	0.180
10925	0.188
10975	0.172
11025	0.184
11075	0.184
11125	0.208
11175	0.220
11225	0.212
11275	0.224
11325	0.296
11375	0.332
11425	0.320
11475	0.308
11525	0.296
11575	0.260
11625	0.228
11675	0.264
11725	0.300
11775	0.316
11825	0.284
11875	0.260
11925	0.196
11975	0.168
12025	0.140
12075	0.144
12125	0.168
12175	0.200
12225	0.216
12275	0.280
12325	0.296
12375	0.296
12425	0.296
12475	0.284
12525	0.216
12575	0.208
12625	0.192
12675	0.192
12725	0.176
12775	0.184
12825	0.196
12875	0.180
12925	0.160
12975	0.200
13025	0.220
13075	0.224
13125	0.248
13175	0.296
13225	0.288
13275	0.296
13325	0.268
13375	0.268
13425	0.256
13475	0.260
13525	0.256
13575	0.252
13625	0.236
13675	0.228
13725	0.236
13775	0.232
13825	0.232
13875	0.264
13925	0.288
13975	0.252
14025	0.228
14075	0.220
14125	0.204
14175	0.168
14225	0.176
14275	0.192
14325	0.196
14375	0.232
14425	0.236
14475	0.248
14525	0.244
14575	0.264
14625	0.224
14675	0.236
14725	0.276
14775	0.312
14825	0.352
14875	0.348
14925	0.320
14975	0.280
15025	0.240
15075	0.208
15125	0.236
15175	0.232
15225	0.220
15275	0.220
15325	0.228
15375	0.192
15425	0.200
15475	0.212
15525	0.196
15575	0.188
15625	0.172
15675	0.188
15725	0.176
15775	0.204
15825	0.168
15875	0.172
15925	0.148
15975	0.152
16025	0.160
16075	0.200
16125	0.240
16175	0.248
16225	0.248
16275	0.248
16325	0.252
16375	0.236
16425	0.260
16475	0.284
16525	0.252
16575	0.236
16625	0.248
16675	0.240
16725	0.224
16775	0.236
16825	0.236
16875	0.268
16925	0.268
16975	0.260
17025	0.240
17075	0.224
17125	0.184
17175	0.188
17225	0.176
17275	0.192
17325	0.224
17375	0.224
17425	0.220
17475	0.224
17525	0.228
17575	0.192
17625	0.184
17675	0.172
17725	0.176
17775	0.180
17825	0.188
17875	0.188
17925	0.208
17975	0.196
18025	0.216
18075	0.248
18125	0.296
18175	0.288
18225	0.296
18275	0.276
18325	0.256
18375	0.224
18425	0.244
18475	0.256
18525	0.252
18575	0.240
18625	0.232
18675	0.208
18725	0.216
18775	0.252
18825	0.272
18875	0.252
18925	0.232
18975	0.208
19025	0.172
19075	0.144
19125	0.148
19175	0.168
19225	0.148
19275	0.168
19325	0.196
19375	0.200
19425	0.188
19475	0.200
19525	0.204
19575	0.176
19625	0.188
19675	0.204
19725	0.224
19775	0.204
19825	0.244
19875	0.224
19925	0.184
19975	0.172
20025	0.160
20075	0.120
